task,model_name,capacity_name,dataset_size,resolution,n_runs,n_success,n_diverged,n_nan,n_data_seeds,n_train_seeds,n_seed_pairs,convergence_rate,divergence_rate,data_seeds,train_seeds
burgers_operator,fno,med-large,100,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,100,48,3,2,1,1,1,3,3,0.6666666666666666,0.3333333333333333,11,"101,202,303"
burgers_operator,fno,med-large,100,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,100,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,100,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,100,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,100,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,100,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,100,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,150,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,150,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,150,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,150,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,200,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,200,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,200,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,med-large,200,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,200,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,200,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,200,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,200,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,200,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,200,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,300,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,300,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,300,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,300,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,500,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,500,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,500,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,med-large,500,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,500,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,500,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,500,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,500,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,500,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,500,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,750,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,750,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,750,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,750,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,1000,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,1000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,1000,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,med-large,1000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,1000,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,1000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,1000,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,1000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,1000,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,1000,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,2000,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,2000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,2000,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,med-large,2000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,2000,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,2000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,2000,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,2000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,2000,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,2000,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,3000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,3000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,3000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,3000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,5000,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,5000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,5000,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,med-large,5000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,5000,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,5000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,5000,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,5000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,med-large,5000,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,med-large,5000,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,50,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,50,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,50,48,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,50,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,50,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,50,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,50,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,50,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,50,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,50,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,100,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,100,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,100,48,3,2,1,1,1,3,3,0.6666666666666666,0.3333333333333333,11,"101,202,303"
burgers_operator,fno,medium,100,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,100,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,100,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,100,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,100,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,100,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,100,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,150,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,150,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,150,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,150,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,200,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,200,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,200,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,medium,200,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,200,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,200,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,200,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,200,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,200,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,200,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,300,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,300,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,300,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,300,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,500,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,500,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,500,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,medium,500,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,500,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,500,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,500,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,500,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,500,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,500,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,750,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,750,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,750,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,750,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,1000,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,1000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,1000,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,medium,1000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,1000,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,1000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,1000,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,1000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,1000,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,1000,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,2000,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,2000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,2000,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,medium,2000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,2000,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,2000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,2000,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,2000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,2000,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,2000,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,3000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,3000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,3000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,3000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,5000,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,5000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,5000,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,medium,5000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,5000,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,5000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,5000,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,5000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,medium,5000,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,medium,5000,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,50,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,50,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,50,48,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,50,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,50,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,50,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,50,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,50,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,50,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,50,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,100,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,100,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,100,48,3,2,1,1,1,3,3,0.6666666666666666,0.3333333333333333,11,"101,202,303"
burgers_operator,fno,small,100,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,100,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,100,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,100,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,100,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,100,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,100,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,150,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,150,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,150,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,150,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,200,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,200,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,200,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,small,200,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,200,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,200,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,200,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,200,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,200,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,200,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,300,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,300,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,300,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,300,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,500,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,500,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,500,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,small,500,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,500,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,500,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,500,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,500,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,500,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,500,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,750,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,750,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,750,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,750,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,1000,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,1000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,1000,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,small,1000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,1000,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,1000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,1000,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,1000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,1000,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,1000,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,2000,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,2000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,2000,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,small,2000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,2000,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,2000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,2000,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,2000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,2000,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,2000,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,3000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,3000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,3000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,3000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,5000,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,5000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,5000,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
burgers_operator,fno,small,5000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,5000,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,5000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,5000,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,5000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small,5000,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small,5000,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,50,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,50,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,50,48,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,50,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,50,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,50,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,50,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,50,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,50,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,50,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,100,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,100,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,100,48,3,2,1,1,1,3,3,0.6666666666666666,0.3333333333333333,11,"101,202,303"
burgers_operator,fno,small-med,100,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,100,96,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,100,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,100,192,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,100,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,100,384,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,100,512,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,150,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,150,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,150,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,150,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,200,16,3,3,0,0,1,3,3,1.0,0.0,11,"101,202,303"
burgers_operator,fno,small-med,200,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,fno,small-med,200,48,3,0,3,3,1,3,3,0.0,1.0,11,"101,202,303"
