task,model_name,capacity_name,dataset_size,resolution,parameter_count,n_runs,n_success,convergence_rate,divergence_rate,instability_rate,seed_cv_test_rel_l2,median_test_rel_l2,s_n,s_r,s_c,is_r48,regime
burgers_operator,deeponet,small,150,32,18881,6,6,1.0,0.0,0.0,0.0235051867986974,0.5565140545368195,-0.043023416518606104,-0.29955279965116427,-0.020594716413639115,False,resolution_sensitive
burgers_operator,deeponet,small,150,64,20929,6,6,1.0,0.0,0.0,0.0299680362309749,0.4521700143814087,-0.10263556264408134,-0.29955279965116427,-0.04079279013893759,False,resolution_sensitive
burgers_operator,deeponet,small,150,128,25025,6,6,1.0,0.0,0.0,0.0213620546040452,0.399745151400566,-0.15338672423103192,,-0.05718181217978677,False,ambiguous
burgers_operator,deeponet,small,150,256,33217,6,6,1.0,0.0,0.0,0.0110667918426697,0.3996565490961075,-0.15239422563098362,,-0.07743151159053399,False,ambiguous
burgers_operator,deeponet,small,200,16,17857,6,6,1.0,0.0,0.0,0.105715036334869,0.4904151260852813,,0.12260752493348732,-0.05936873948945855,False,ambiguous
burgers_operator,deeponet,small,200,32,18881,6,6,1.0,0.0,0.0,0.0152942850722525,0.5339153409004211,-0.05785979473666405,-0.06461839494848418,-0.012435912947394516,False,mixed
burgers_operator,deeponet,small,200,48,19905,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small,200,64,20929,6,6,1.0,0.0,0.0,0.0192093230702663,0.4483939111232757,-0.04322407422312596,-0.231638014410732,-0.024279760328986568,False,resolution_sensitive
burgers_operator,deeponet,small,200,96,22977,6,6,1.0,0.0,0.0,0.0351911077337306,0.4139548540115356,,-0.18067261525999725,-0.06625135952579084,False,ambiguous
burgers_operator,deeponet,small,200,128,25025,6,6,1.0,0.0,0.0,0.04748046190747,0.3956141620874405,-0.04714139212921335,-0.09289124776489893,-0.056897474329914224,False,mixed
burgers_operator,deeponet,small,200,192,29121,6,6,1.0,0.0,0.0,0.0379232630671917,0.3881413638591766,,-0.013589673120561589,-0.10132672887091337,False,ambiguous
burgers_operator,deeponet,small,200,256,33217,6,6,1.0,0.0,0.0,0.0299188022003058,0.3919051140546798,-0.13737128521586553,0.03755897296291057,-0.08280461637145571,False,mixed
burgers_operator,deeponet,small,200,384,41409,6,6,1.0,0.0,0.0,0.0349439855808953,0.3983788788318634,,0.02278151415266379,-0.10037671244687235,False,ambiguous
burgers_operator,deeponet,small,200,512,49601,6,6,1.0,0.0,0.0,0.0345411055427242,0.3981427848339081,,-0.0020606515684280166,-0.09095736191267155,False,ambiguous
burgers_operator,deeponet,small,300,32,18881,6,6,1.0,0.0,0.0,0.0286136422123643,0.5346364974975586,-0.015681132496618864,-0.2849170791376262,-0.023136720569239724,False,resolution_sensitive
burgers_operator,deeponet,small,300,64,20929,6,6,1.0,0.0,0.0,0.0354890283812267,0.4388236403465271,-0.04687835902805644,-0.2849170791376262,-0.02202152373874928,False,resolution_sensitive
burgers_operator,deeponet,small,300,128,25025,6,6,1.0,0.0,0.0,0.0420668294009953,0.3868942111730575,-0.06978014124632446,,-0.09196943749064207,False,ambiguous
burgers_operator,deeponet,small,300,256,33217,6,6,1.0,0.0,0.0,0.0192131750134566,0.3633574396371841,-0.048089590270245015,,-0.08956717843844557,False,ambiguous
burgers_operator,deeponet,small,500,16,17857,6,6,1.0,0.0,0.0,0.2072592986763469,0.377608373761177,,0.4789909147609943,-0.2904985852683137,False,ambiguous
burgers_operator,deeponet,small,500,32,18881,6,6,1.0,0.0,0.0,0.0195135972896268,0.5262986421585083,-0.04966699744387594,0.09295305484803301,-0.014507470244247976,False,mixed
burgers_operator,deeponet,small,500,48,19905,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small,500,64,20929,6,6,1.0,0.0,0.0,0.0314870749828751,0.4295413047075271,-0.06333822603916833,-0.29695369896783025,-0.037884814143281174,False,resolution_sensitive
burgers_operator,deeponet,small,500,96,22977,6,6,1.0,0.0,0.0,0.0189224208384175,0.3797950744628906,,-0.21094712459731757,-0.03133131778329916,False,ambiguous
burgers_operator,deeponet,small,500,128,25025,6,6,1.0,0.0,0.0,0.0692681644292122,0.371110737323761,-0.08505924977178196,-0.0966053191178365,-0.057440266349208846,False,mixed
burgers_operator,deeponet,small,500,192,29121,6,6,1.0,0.0,0.0,0.0445881377337663,0.3551961332559585,,0.015083675608304323,-0.07424332500400196,False,ambiguous
burgers_operator,deeponet,small,500,256,33217,6,6,1.0,0.0,0.0,0.0385961542733844,0.3750111311674118,-0.05289573535905474,0.05543134875384868,-0.0783927062919685,False,mixed
burgers_operator,deeponet,small,500,384,41409,6,6,1.0,0.0,0.0,0.0246958311797771,0.3691090792417526,,-0.03766494775589148,-0.07099649152932275,False,ambiguous
burgers_operator,deeponet,small,500,512,49601,6,6,1.0,0.0,0.0,0.0250936268217854,0.3653472810983658,,-0.035608238188295935,-0.07768274115580706,False,ambiguous
burgers_operator,deeponet,small,750,32,18881,6,6,1.0,0.0,0.0,0.0132881437951038,0.5108508467674255,-0.04361521252326322,-0.3029894603093707,-0.018026596014633797,False,resolution_sensitive
burgers_operator,deeponet,small,750,64,20929,6,6,1.0,0.0,0.0,0.011745476934162,0.4140809029340743,-0.05061969728240707,-0.3029894603093707,-0.01954692764889212,False,resolution_sensitive
burgers_operator,deeponet,small,750,128,25025,6,6,1.0,0.0,0.0,0.0528875701071327,0.3578852117061615,-0.09351089596942151,,-0.03904126827227578,False,ambiguous
burgers_operator,deeponet,small,750,256,33217,6,6,1.0,0.0,0.0,0.0281837820145862,0.3461662530899048,-0.11019633479120493,,-0.03390628276145704,False,ambiguous
burgers_operator,deeponet,small,1000,16,17857,6,6,1.0,0.0,0.0,0.114948833286687,0.3175888955593109,0.2193171462527157,0.685105990403037,-0.22014724339021913,False,resolution_sensitive
burgers_operator,deeponet,small,1000,32,18881,6,6,1.0,0.0,0.0,0.0214576459254396,0.510625809431076,-0.0065802793094237155,0.19250835028948243,-0.01455845121328553,False,mixed
burgers_operator,deeponet,small,1000,48,19905,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small,1000,64,20929,6,6,1.0,0.0,0.0,0.0289001111036218,0.4147313684225082,-0.019606808304035876,-0.28815277496414365,-0.030471724697944635,False,resolution_sensitive
burgers_operator,deeponet,small,1000,96,22977,6,6,1.0,0.0,0.0,0.0229450536602003,0.3720651119947433,-0.059024380743421735,-0.25383832328433203,-0.04607046459678459,False,resolution_sensitive
burgers_operator,deeponet,small,1000,128,25025,6,6,1.0,0.0,0.0,0.0286018084782516,0.3478195071220397,-0.022799436586056973,-0.10156590546366331,-0.02695710368041869,False,mixed
burgers_operator,deeponet,small,1000,192,29121,6,6,1.0,0.0,0.0,0.0365427426216363,0.3467724323272704,-0.0684830244327767,-0.001601763213479089,-0.01662557721575773,False,mixed
burgers_operator,deeponet,small,1000,256,33217,6,6,1.0,0.0,0.0,0.0393040670783328,0.3474335521459579,-0.010864480381820375,0.09764896128790775,-0.05539175880945934,False,mixed
burgers_operator,deeponet,small,1000,384,41409,6,6,1.0,0.0,0.0,0.0479640983541333,0.371056318283081,-0.11463199272397448,0.05678468066583217,-0.06865946197280429,False,mixed
burgers_operator,deeponet,small,1000,512,49601,6,6,1.0,0.0,0.0,0.0495464985323702,0.3613812774419784,-0.019907903125493356,-0.09183846941448875,-0.08788408427202127,False,mixed
burgers_operator,deeponet,small,2000,16,17857,6,6,1.0,0.0,0.0,0.2599082869565554,0.3697314113378525,0.2193171462527157,0.4571131706472902,-0.3347510633207548,False,mixed
burgers_operator,deeponet,small,2000,32,18881,6,6,1.0,0.0,0.0,0.0178429874425988,0.5075643658638,0.008422368887429662,0.06784534166255018,-0.01721046673681333,False,mixed
burgers_operator,deeponet,small,2000,48,19905,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small,2000,64,20929,6,6,1.0,0.0,0.0,0.0251771779361217,0.4061938226222991,0.012710568536093822,-0.3199192724159648,-0.02887561011324035,False,resolution_sensitive
burgers_operator,deeponet,small,2000,96,22977,6,6,1.0,0.0,0.0,0.0416758779397909,0.3571501523256301,-0.059024380743421735,-0.21493342618576983,-0.05178288131904078,False,mixed
burgers_operator,deeponet,small,2000,128,25025,6,6,1.0,0.0,0.0,0.0630940158910258,0.3499708771705627,0.03538975131547607,-0.11102454915301829,-0.03225169038886216,False,mixed
burgers_operator,deeponet,small,2000,192,29121,6,6,1.0,0.0,0.0,0.0662063849460084,0.3306961357593536,-0.0684830244327767,-0.03114343361089625,-0.06499443103382888,False,mixed
burgers_operator,deeponet,small,2000,256,33217,6,6,1.0,0.0,0.0,0.0468662834814929,0.3424970209598541,0.04567488729276536,0.05149999299670997,-0.05707228432042132,False,mixed
burgers_operator,deeponet,small,2000,384,41409,6,6,1.0,0.0,0.0,0.0444844838536097,0.342714250087738,-0.11463199272397448,0.0575224218403425,-0.06043957736894108,False,mixed
burgers_operator,deeponet,small,2000,512,49601,6,6,1.0,0.0,0.0,0.0271742745699074,0.356428787112236,-0.019907903125493356,0.1363917260812696,-0.034558983754513675,False,mixed
burgers_operator,deeponet,small,3000,32,18881,6,6,1.0,0.0,0.0,0.0151747308884174,0.5153725147247314,0.009986162360454656,-0.29329265418533407,-0.012464137627110936,False,resolution_sensitive
burgers_operator,deeponet,small,3000,64,20929,6,6,1.0,0.0,0.0,0.02969942519308,0.4205632954835892,0.006162605077607143,-0.29329265418533407,-0.012865565919384637,False,resolution_sensitive
burgers_operator,deeponet,small,3000,128,25025,6,6,1.0,0.0,0.0,0.0527945581286284,0.3616089224815368,0.007120955745169208,,-0.030293948236500667,False,ambiguous
burgers_operator,deeponet,small,3000,256,33217,6,6,1.0,0.0,0.0,0.0519426440287651,0.3653122335672378,0.03339952686852944,,-0.05600276843984401,False,ambiguous
burgers_operator,deeponet,small,5000,16,17857,6,6,1.0,0.0,0.0,0.1397822339880455,0.3372150361537933,,0.6031229089112952,-0.3434881766423274,False,ambiguous
burgers_operator,deeponet,small,5000,32,18881,6,6,1.0,0.0,0.0,0.0191382228538486,0.5122300088405609,-0.011973182794834744,0.13832297689724904,-0.018554719491724287,False,mixed
burgers_operator,deeponet,small,5000,48,19905,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small,5000,64,20929,6,6,1.0,0.0,0.0,0.0416757071274671,0.4084939807653427,-0.05700147338824783,-0.3011798241622281,-0.011357929380854634,False,resolution_sensitive
burgers_operator,deeponet,small,5000,96,22977,6,6,1.0,0.0,0.0,0.0485438082101016,0.3679304420948028,,-0.21366655551356548,-0.025926027568244057,False,ambiguous
burgers_operator,deeponet,small,5000,128,25025,6,6,1.0,0.0,0.0,0.049806502063154,0.3522618561983108,-0.051266994666447976,-0.10299203338013331,-0.05987363708421699,False,mixed
burgers_operator,deeponet,small,5000,192,29121,6,6,1.0,0.0,0.0,0.0342958778612597,0.3425800204277038,,0.0035949478505693595,-0.046148909902456736,False,ambiguous
burgers_operator,deeponet,small,5000,256,33217,6,6,1.0,0.0,0.0,0.0563664952731372,0.3531407266855239,-0.066335328741578,0.0027480841705803897,-0.058089065807278836,False,mixed
burgers_operator,deeponet,small,5000,384,41409,6,6,1.0,0.0,0.0,0.0447004763796699,0.343233197927475,,-0.044776574705179074,-0.0838130267698128,False,ambiguous
burgers_operator,deeponet,small,5000,512,49601,6,6,1.0,0.0,0.0,0.0837381949165462,0.3423487246036529,,-0.008968975119030036,-0.03973141061664755,False,ambiguous
burgers_operator,deeponet,small-med,50,16,39073,6,6,1.0,0.0,0.0,0.0298208647276894,0.6322112083435059,-0.1454401369314759,-0.13162429997427988,-0.00715048987318707,False,mixed
burgers_operator,deeponet,small-med,50,32,40609,6,6,1.0,0.0,0.0,0.0222021465234016,0.5770843923091888,-0.06525040928010958,-0.16537034767731867,0.005000064315805894,False,mixed
burgers_operator,deeponet,small-med,50,48,42145,6,6,1.0,0.0,0.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small-med,50,64,43681,6,6,1.0,0.0,0.0,0.0275335773683961,0.502688929438591,-0.1268091816323611,-0.1943119826734662,-0.017166476531061105,False,mixed
burgers_operator,deeponet,small-med,50,96,46753,6,6,1.0,0.0,0.0,0.038051282405449,0.4661535024642944,-0.11871234088044161,-0.11374169378925372,-0.030441427090447084,False,mixed
burgers_operator,deeponet,small-med,50,128,49825,6,6,1.0,0.0,0.0,0.0383374296730281,0.464579090476036,-0.10955083371868511,-0.018776834868541273,-0.03152875718329743,False,mixed
burgers_operator,deeponet,small-med,50,192,55969,6,6,1.0,0.0,0.0,0.0489420640900577,0.4601257741451263,-0.1630204978189454,-0.026593937964948276,-0.05930257998847813,False,mixed
burgers_operator,deeponet,small-med,50,256,62113,6,6,1.0,0.0,0.0,0.0301151349597277,0.4560937136411667,-0.10812021201610984,0.011823109992084566,-0.04887233652039306,False,mixed
burgers_operator,deeponet,small-med,50,384,74401,6,6,1.0,0.0,0.0,0.0493647459085082,0.4639120697975158,-0.08841528685452,0.0570917573576081,-0.051419698657602764,False,mixed
burgers_operator,deeponet,small-med,50,512,86689,6,6,1.0,0.0,0.0,0.0479549991293728,0.4745045900344848,-0.16979907934198885,0.07847642956196035,-0.0490149315576693,False,mixed
burgers_operator,deeponet,small-med,100,16,39073,6,6,1.0,0.0,0.0,0.0365603430239857,0.5715843737125397,-0.1454401369314759,-0.05143457232291364,-0.037699103350099274,False,mixed
burgers_operator,deeponet,small-med,100,32,40609,6,6,1.0,0.0,0.0,0.026841999039594,0.5515653789043427,-0.06899439959383023,-0.15605487002776128,-0.0019507397899309138,False,mixed
burgers_operator,deeponet,small-med,100,48,42145,6,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,True,data_bug_r48
burgers_operator,deeponet,small-med,100,64,43681,6,6,1.0,0.0,0.0,0.0426043379989439,0.4603900760412216,-0.12510889647266876,-0.22804270600351778,-0.05025938987974304,False,resolution_sensitive
burgers_operator,deeponet,small-med,100,96,46753,6,6,1.0,0.0,0.0,0.0496667287625808,0.4293317198753356,-0.11871234088044161,-0.09648334587557776,-0.053898704909669776,False,mixed
burgers_operator,deeponet,small-med,100,128,49825,6,6,1.0,0.0,0.0,0.0436102346926734,0.4306074827909469,-0.1482238195287492,-0.06308499180704503,-0.07390925747113787,False,mixed
burgers_operator,deeponet,small-med,100,192,55969,6,6,1.0,0.0,0.0,0.0518838492408741,0.4109627902507782,-0.1630204978189454,-0.025163316262373014,-0.0543828537391303,False,mixed
burgers_operator,deeponet,small-med,100,256,62113,6,6,1.0,0.0,0.0,0.0702446422699486,0.4231619983911514,-0.13771053789977086,0.08642832095650992,-0.07214319384382023,False,mixed
burgers_operator,deeponet,small-med,100,384,74401,6,6,1.0,0.0,0.0,0.0665303713240657,0.4363349676132201,-0.08841528685452,-0.004587109968270861,-0.08656273697297427,False,mixed
burgers_operator,deeponet,small-med,100,512,86689,6,6,1.0,0.0,0.0,0.0610114103367039,0.4218186736106872,-0.16979907934198885,-0.11761137606735936,-0.06423094010056386,False,mixed
burgers_operator,deeponet,small-med,150,32,40609,6,6,1.0,0.0,0.0,0.0237925011809249,0.5349591672420502,-0.05061804959713202,-0.2880557686801509,-0.016982538369637392,False,resolution_sensitive
burgers_operator,deeponet,small-med,150,64,43681,6,6,1.0,0.0,0.0,0.0491943531588177,0.4381342530250549,-0.07447553363818285,-0.2880557686801509,-0.02814114002851082,False,resolution_sensitive
burgers_operator,deeponet,small-med,150,128,49825,6,6,1.0,0.0,0.0,0.0290886912927555,0.3947652578353882,-0.204072910219681,,-0.029845517190364535,False,ambiguous
burgers_operator,deeponet,small-med,150,256,62113,6,6,1.0,0.0,0.0,0.0483939471603985,0.3920572251081466,-0.18852096131477689,,-0.07111415842596953,False,ambiguous
burgers_operator,deeponet,small-med,200,16,39073,6,6,1.0,0.0,0.0,0.1208996142767442,0.4949476420879364,,0.10563793573247061,-0.06715384931551212,False,ambiguous
burgers_operator,deeponet,small-med,200,32,40609,6,6,1.0,0.0,0.0,0.0143858298254687,0.5325488448143005,-0.042910108223546545,-0.08944735802059454,-0.0013407065414733838,False,mixed
burgers_operator,deeponet,small-med,200,48,42145,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small-med,200,64,43681,6,6,1.0,0.0,0.0,0.0248941186065653,0.4372266083955765,-0.0457164167193704,-0.27700415487933683,-0.04561071815335833,False,resolution_sensitive
burgers_operator,deeponet,small-med,200,96,46753,6,6,1.0,0.0,0.0,0.0212341532284376,0.3928211629390716,,-0.22608072245707592,-0.041419280279745806,False,ambiguous
burgers_operator,deeponet,small-med,200,128,49825,6,6,1.0,0.0,0.0,0.0376462881282468,0.3738087862730026,-0.14753925952210406,-0.08466883980718048,-0.06498845699466987,False,mixed
burgers_operator,deeponet,small-med,200,192,55969,6,6,1.0,0.0,0.0,0.0561462942312724,0.3704307377338409,,-0.009611367357468892,-0.06166920331645641,False,ambiguous
burgers_operator,deeponet,small-med,200,256,62113,6,6,1.0,0.0,0.0,0.0259685741046211,0.3713267147541046,-0.12235785010076924,-0.004893650126771854,-0.06198945284073641,False,mixed
burgers_operator,deeponet,small-med,200,384,74401,6,6,1.0,0.0,0.0,0.0561743338440006,0.3691763579845428,,0.03885003929527789,-0.08753764904806308,False,ambiguous
burgers_operator,deeponet,small-med,200,512,86689,6,6,1.0,0.0,0.0,0.02445334180228,0.3814619481563567,,0.11379450230592043,-0.09063986267640682,False,ambiguous
burgers_operator,deeponet,small-med,300,32,40609,6,6,1.0,0.0,0.0,0.0081617013466579,0.5192821621894836,-0.03571399030001567,-0.2908620771759748,-0.01567868825393488,False,resolution_sensitive
burgers_operator,deeponet,small-med,300,64,43681,6,6,1.0,0.0,0.0,0.0296073175186626,0.4244682341814041,-0.047015286780931136,-0.2908620771759748,-0.03642547611068668,False,resolution_sensitive
burgers_operator,deeponet,small-med,300,128,49825,6,6,1.0,0.0,0.0,0.0214496310315044,0.3563897311687469,-0.0816727526186951,,-0.058509892957352,False,ambiguous
burgers_operator,deeponet,small-med,300,256,62113,6,6,1.0,0.0,0.0,0.0258736631621448,0.3601770848035812,-0.07607567396016761,,-0.039559206808154904,False,ambiguous
burgers_operator,deeponet,small-med,500,16,39073,6,6,1.0,0.0,0.0,0.2028303547957577,0.2858518958091736,,0.850434668249721,-0.15324351680481718,False,ambiguous
burgers_operator,deeponet,small-med,500,32,40609,6,6,1.0,0.0,0.0,0.0146058108429123,0.5154035687446594,-0.020198991633741423,0.27548125757464387,-0.020858971551967132,False,resolution_sensitive
burgers_operator,deeponet,small-med,500,48,42145,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small-med,500,64,43681,6,6,1.0,0.0,0.0,0.0320216636674231,0.4187909811735153,-0.03131129230661181,-0.27520853919229865,-0.03991764317301819,False,resolution_sensitive
burgers_operator,deeponet,small-med,500,96,46753,6,6,1.0,0.0,0.0,0.0360152217832864,0.3809250891208648,,-0.2718954002456151,-0.02986267634164383,False,ambiguous
burgers_operator,deeponet,small-med,500,128,49825,6,6,1.0,0.0,0.0,0.0314083986924242,0.3468555510044098,-0.018565271226258125,-0.16750485517734598,-0.0857328657950439,False,mixed
burgers_operator,deeponet,small-med,500,192,55969,6,6,1.0,0.0,0.0,0.0691953174858828,0.3391685634851455,,-0.0022124318294669317,-0.019110136082856725,False,ambiguous
burgers_operator,deeponet,small-med,500,256,62113,6,6,1.0,0.0,0.0,0.0288670357157694,0.3463240414857864,-0.03517156176032405,0.022009541187102053,-0.07072622605101321,False,mixed
burgers_operator,deeponet,small-med,500,384,74401,6,6,1.0,0.0,0.0,0.0579189977833619,0.3443825393915176,,0.04118965541908312,-0.06568112916627031,False,ambiguous
burgers_operator,deeponet,small-med,500,512,86689,6,6,1.0,0.0,0.0,0.0481858988127815,0.3563542664051055,,0.11878492622357256,-0.060038335746304725,False,ambiguous
burgers_operator,deeponet,small-med,750,32,40609,6,6,1.0,0.0,0.0,0.0127430411340912,0.5097596049308777,-0.027184513549243457,-0.3055517396342779,-0.015294759722224096,False,resolution_sensitive
burgers_operator,deeponet,small-med,750,64,43681,6,6,1.0,0.0,0.0,0.0277449762956453,0.4124631732702255,-0.029132897502588097,-0.3055517396342779,-0.03129782967294265,False,resolution_sensitive
burgers_operator,deeponet,small-med,750,128,49825,6,6,1.0,0.0,0.0,0.0289625212556828,0.3503783941268921,0.027213684241703114,,-0.05172834549582742,False,ambiguous
burgers_operator,deeponet,small-med,750,256,62113,6,6,1.0,0.0,0.0,0.0441971294764913,0.3487545698881149,-0.0066954549209809824,,-0.008911508926395825,False,ambiguous
burgers_operator,deeponet,small-med,1000,16,39073,6,6,1.0,0.0,0.0,0.0989005120850202,0.2968101501464844,-0.25407756754940913,0.7689775838807833,-0.24471343814215812,False,mixed
burgers_operator,deeponet,small-med,1000,32,40609,6,6,1.0,0.0,0.0,0.0232919350174972,0.505782812833786,-0.009387125492135101,0.23377852341350264,-0.005292320965428213,False,resolution_sensitive
burgers_operator,deeponet,small-med,1000,48,42145,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small-med,1000,64,43681,6,6,1.0,0.0,0.0,0.0427321533295485,0.4104189872741699,-0.011403166182522169,-0.31153859085617513,0.015451494989717667,False,resolution_sensitive
burgers_operator,deeponet,small-med,1000,96,46753,6,6,1.0,0.0,0.0,0.0273878257683212,0.3591884672641754,-0.0046773978017714685,-0.21554881850132385,-0.055234530246221304,False,mixed
burgers_operator,deeponet,small-med,1000,128,49825,6,6,1.0,0.0,0.0,0.0539375930218471,0.3534604161977768,0.008078959880066655,-0.006688040014938754,0.01221942456170631,False,saturated
burgers_operator,deeponet,small-med,1000,192,55969,6,6,1.0,0.0,0.0,0.0789354482006433,0.357527196407318,-0.13253871643813864,-0.03612157099215103,-0.001099608705613204,False,mixed
burgers_operator,deeponet,small-med,1000,256,62113,6,6,1.0,0.0,0.0,0.0287845256199169,0.3447204977273941,-0.03316072901469403,-0.049466247325537414,-0.04202920023882348,False,mixed
burgers_operator,deeponet,small-med,1000,384,74401,6,6,1.0,0.0,0.0,0.0296007907424419,0.3454762995243072,0.0040044468560691705,-0.004282836530201962,-0.11113813694110534,False,mixed
burgers_operator,deeponet,small-med,1000,512,86689,6,6,1.0,0.0,0.0,0.0351905245081493,0.3436986654996871,0.05414857431938629,-0.017932094606781957,-0.02235334710777923,False,mixed
burgers_operator,deeponet,small-med,2000,16,39073,6,6,1.0,0.0,0.0,0.2143211675682001,0.2488821670413017,-0.25407756754940913,1.0210710575644193,-0.353343500002806,False,mixed
burgers_operator,deeponet,small-med,2000,32,40609,6,6,1.0,0.0,0.0,0.0140186057636174,0.5050877034664154,0.0032700942318042037,0.3563332723765861,-0.013372483821737837,False,resolution_sensitive
burgers_operator,deeponet,small-med,2000,48,42145,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small-med,2000,64,43681,6,6,1.0,0.0,0.0,0.0455483660801418,0.407875657081604,0.00500537953334557,-0.31323787644480766,-0.02164986568687776,False,resolution_sensitive
burgers_operator,deeponet,small-med,2000,96,46753,6,6,1.0,0.0,0.0,0.0423314634912312,0.3580258190631866,-0.0046773978017714685,-0.20778356053454278,0.0353240598949687,False,mixed
burgers_operator,deeponet,small-med,2000,128,49825,6,6,1.0,0.0,0.0,0.0430485961932555,0.3531658500432968,-0.002645301049691249,-0.13454935865130593,-0.038358795703320146,False,mixed
burgers_operator,deeponet,small-med,2000,192,55969,6,6,1.0,0.0,0.0,0.0609936856374937,0.3261451721191406,-0.13253871643813864,-0.06505739965568562,-0.017859452892602216,False,mixed
burgers_operator,deeponet,small-med,2000,256,62113,6,6,1.0,0.0,0.0,0.0458640475008105,0.3375938087701797,-0.015776772704144838,0.0870769159686704,-0.02334676305301061,False,mixed
burgers_operator,deeponet,small-med,2000,384,74401,6,6,1.0,0.0,0.0,0.0399543746636845,0.3464365601539612,0.0040044468560691705,0.08000437810918017,-0.06975704799133399,False,mixed
burgers_operator,deeponet,small-med,2000,512,86689,6,6,1.0,0.0,0.0,0.0401529442237478,0.3568438291549682,0.05414857431938629,0.1028862110895612,-0.018301942844100385,False,mixed
burgers_operator,deeponet,small-med,3000,32,40609,6,6,1.0,0.0,0.0,0.0323011519218807,0.5076031386852264,-0.007860630594027895,-0.29867017492278264,-0.02908910727845521,False,resolution_sensitive
burgers_operator,deeponet,small-med,3000,64,43681,6,6,1.0,0.0,0.0,0.0422513588679314,0.4126820862293243,0.00671045872378467,-0.29867017492278264,-0.05030127252770536,False,resolution_sensitive
burgers_operator,deeponet,small-med,3000,128,49825,6,6,1.0,0.0,0.0,0.0387613124612585,0.3524346947669983,-0.06293814551088686,,-0.0640221366673034,False,ambiguous
burgers_operator,deeponet,small-med,3000,256,62113,6,6,1.0,0.0,0.0,0.0503043338266446,0.3387970924377441,-0.005288610660362577,,-0.08329351672699749,False,ambiguous
burgers_operator,deeponet,small-med,5000,16,39073,6,6,1.0,0.0,0.0,0.1329579849133844,0.2571134567260742,,0.963737611381863,-0.17835694942328567,False,ambiguous
burgers_operator,deeponet,small-med,5000,32,40609,6,6,1.0,0.0,0.0,0.0274835563909016,0.5014628171920776,-0.023825072923043363,0.3372975154564727,-0.030391532420167153,False,resolution_sensitive
burgers_operator,deeponet,small-med,5000,48,42145,6,0,0.0,1.0,1.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,small-med,5000,64,43681,6,6,1.0,0.0,0.0,0.0283215068164928,0.4103913009166717,-0.01089693281815289,-0.268199614257248,-0.019464846313340382,False,resolution_sensitive
burgers_operator,deeponet,small-med,5000,96,46753,6,6,1.0,0.0,0.0,0.0547040145559608,0.373486578464508,,-0.2998540072420459,-0.028036091375560228,False,ambiguous
burgers_operator,deeponet,small-med,5000,128,49825,6,6,1.0,0.0,0.0,0.0348331846318326,0.3333750516176224,-0.10883793234782004,-0.15154709963924762,-0.041115581612710776,False,mixed
burgers_operator,deeponet,small-med,5000,192,55969,6,6,1.0,0.0,0.0,0.0567834093921603,0.3362441807985306,,0.01115114012041048,-0.04093047391280713,False,ambiguous
burgers_operator,deeponet,small-med,5000,256,62113,6,6,1.0,0.0,0.0,0.0548152937984126,0.3359618186950683,-0.016451528147791557,0.014029842043781129,-0.037288798986228826,False,mixed
burgers_operator,deeponet,small-med,5000,384,74401,6,6,1.0,0.0,0.0,0.0272285346396333,0.3395300209522247,,0.049078282455866463,-0.03599456782673393,False,ambiguous
burgers_operator,deeponet,small-med,5000,512,86689,6,6,1.0,0.0,0.0,0.0470443317287019,0.3475873470306396,,0.08152618456209343,-0.00779897776014067,False,ambiguous
burgers_operator,deeponet,tiny,50,16,4833,6,6,1.0,0.0,0.0,0.0190073410524732,0.6392551064491272,-0.06093562591156127,-0.11855660895067864,-0.00505709052417223,False,mixed
burgers_operator,deeponet,tiny,50,32,5345,6,6,1.0,0.0,0.0,0.018775604006371,0.5888234674930573,-0.03618898226593193,-0.145933787698918,-0.011815970045132304,False,mixed
burgers_operator,deeponet,tiny,50,48,5857,6,6,1.0,0.0,0.0,,,,,,True,data_bug_r48
burgers_operator,deeponet,tiny,50,64,6369,6,6,1.0,0.0,0.0,0.0248294583188911,0.522171676158905,-0.04621532659972976,-0.11760084263905064,-0.029971574765004127,False,mixed
burgers_operator,deeponet,tiny,50,96,7393,6,6,1.0,0.0,0.0,0.0455670559430054,0.5174581706523895,-0.10611100066985504,-0.066084218540135,-0.052008297809898525,False,mixed
burgers_operator,deeponet,tiny,50,128,8417,6,6,1.0,0.0,0.0,0.0342976511975668,0.4987925738096237,-0.08467155934587889,-0.05912544255610436,-0.05067901553041677,False,mixed
