task,model_name,capacity_name,dataset_size,n_off_diagonal,mean_degradation,worst_degradation,worst_pair_r_train,worst_pair_r_eval,train_low_eval_high,train_high_eval_low,transfer_asymmetry
burgers_operator,deeponet,tiny,1000,16,1.0065341170135413,1.4408834109194122,256,32,0.8665484859261371,1.2398435021592151,1.4307837614350145
burgers_operator,deeponet,tiny,5000,16,1.009166569573854,1.4553231949535408,256,32,0.8651132647492179,1.2492554109482474,1.444036823675783
burgers_operator,deeponet,xlarge,50,16,1.0089608230892668,1.3829564281123081,256,32,0.8865689934125663,1.2129472058837674,1.368136281435821
burgers_operator,deeponet,xlarge,100,16,1.0173585631037279,1.4867149365063352,256,32,0.8683283868084375,1.265742190262545,1.4576768530104283
burgers_operator,deeponet,xlarge,500,16,1.0553596832694692,1.7265180187378426,256,32,0.8522965672497127,1.3937982099690631,1.6353441554583863
burgers_operator,deeponet,xlarge,1000,16,1.1919391022229373,1.8126454100602132,256,32,1.0485941168547517,1.4308474111699132,1.3645388508012297
burgers_operator,deeponet,xlarge,5000,16,1.3359882806867729,1.912961569426322,256,32,1.265959917780868,1.452702218863281,1.1475104373049647
burgers_operator,fno,large,50,16,1.032961240517225,1.7345762155004478,256,32,0.8351970968414054,1.362568146643591,1.6314330495120573
burgers_operator,fno,large,100,16,1.270969564451698,2.506890987312678,256,32,1.0196582968991632,1.6898216770392562,1.657243100142564
burgers_operator,fno,large,500,16,3.219380573262512,6.664981037233472,128,32,2.5114822471609504,4.399211116765114,1.7516393443505744
burgers_operator,fno,large,1000,16,3.983582827264133,8.028226823707637,128,32,3.3154323642246397,5.097166932329954,1.5374063990359816
burgers_operator,fno,large,5000,16,4.477981900562527,7.964450878859213,128,32,3.8980434401111537,5.444546001314817,1.3967381546572923
burgers_operator,fno,med-large,50,16,1.056214319792067,1.7719966705382217,256,32,0.852581921938144,1.3956016495486054,1.6369120827427752
burgers_operator,fno,med-large,100,16,1.312729878324932,2.7178304716030715,256,32,1.0139388905102968,1.81071485801599,1.7858224740789757
burgers_operator,fno,med-large,500,16,3.3202523964113912,6.832677894437041,128,32,2.5685384577446118,4.5731089608560245,1.7804323494037113
burgers_operator,fno,med-large,1000,16,3.9141125204654585,7.543531022885121,256,32,3.230676244650328,5.053172980157342,1.5641223686603953
burgers_operator,fno,med-large,5000,16,4.05577320359032,7.740299507669986,256,32,3.8029297870868226,4.477178897762816,1.1772972808926068
burgers_operator,fno,medium,50,16,1.0524485392805334,1.750379964820593,256,32,0.847472737319418,1.3940748758823922,1.6449790235045123
burgers_operator,fno,medium,100,16,1.2909148843271994,2.6601819418214614,256,32,0.9642818577754395,1.8353032619134657,1.9032850686908478
burgers_operator,fno,medium,500,16,2.938354321783039,6.754571929153534,256,32,2.3763478830376696,3.875031719691988,1.6306668511592506
burgers_operator,fno,medium,1000,16,3.4951195727688944,8.043426793212364,256,32,2.966491843963896,4.376165787443893,1.4751989951862996
burgers_operator,fno,medium,5000,16,4.077135288199861,9.273056222997178,256,32,3.5224524399896273,5.001606701883584,1.4199217128104964
burgers_operator,fno,small,50,16,1.0474131258655361,1.7911018498183622,256,32,0.834058398732503,1.4030043377539247,1.682141610091133
burgers_operator,fno,small,100,16,1.2732529059885236,2.502341872275202,128,32,0.9538963456246788,1.8055138399282649,1.892777814077783
burgers_operator,fno,small,500,16,2.6267688946872743,6.447050947808216,256,32,2.0385725761807905,3.6070960921980806,1.7694224548805988
burgers_operator,fno,small,1000,16,3.2240818034860115,8.275798310383712,256,32,2.564614490063316,4.323193992523838,1.6857091033659042
burgers_operator,fno,small,5000,16,3.8977373108390494,8.976517189637669,256,32,3.3996262803014643,4.727922361735026,1.3907182648663883
burgers_operator,fno,small-med,50,16,1.0081910359798614,1.6355893141633144,256,32,0.8104718335998156,1.3377230399466047,1.6505484638558439
burgers_operator,fno,small-med,100,16,1.2034751435722135,2.558298889171755,256,32,0.8634720593614593,1.7701469505901368,2.050033850428428
burgers_operator,fno,small-med,500,16,2.589121374002111,6.04305677594479,256,32,2.032987551119741,3.516011078806061,1.7294798863227134
burgers_operator,fno,small-med,1000,16,3.231255782124991,7.871102480034052,256,32,2.6119125527276377,4.263494497787246,1.6323266616774172
burgers_operator,fno,small-med,5000,16,3.8513243232005134,8.520767297585255,256,32,3.3997639360338767,4.60392496847824,1.3541896011312842
burgers_operator,fno,tiny,50,16,1.0211079474416442,1.7578511724930606,256,32,0.7990863740706458,1.391143903059975,1.7409180636797925
burgers_operator,fno,tiny,100,16,1.2392370972716562,2.3643146880734083,256,32,0.9792503585181699,1.6725483285274665,1.7079884770820153
burgers_operator,fno,tiny,500,16,2.0662014056512383,5.422455522457882,256,32,1.4950517216630965,3.0181175456314744,2.0187378817062718
burgers_operator,fno,tiny,1000,16,2.210337893877533,6.563997855668602,256,32,1.4916492923510316,3.4081522297550357,2.284821403550796
burgers_operator,fno,tiny,5000,16,2.5193516421078743,7.095442051390452,256,32,1.784026708021847,3.7448931989179193,2.09912395485957
