task,model_name,capacity_name,dataset_size,resolution,parameter_count,n_runs,n_success,n_failed,convergence_rate,divergence_rate,instability_rate,median_test_rel_l2,iqr_test_rel_l2,seed_cv_test_rel_l2,worst_test_rel_l2,best_test_rel_l2,median_best_epoch,median_runtime_seconds,n_data_seeds,n_train_seeds,data_seeds_observed,train_seeds_observed,is_r48
burgers_operator,deeponet,medium,3000,32,70529,6,6,0,1.0,0.0,0.0,0.4959893077611923,0.006532520055770874,0.016960595218827982,0.5061084032058716,0.4815003871917724,2850.0,5.849866151809692,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,3000,64,74625,6,6,0,1.0,0.0,0.0,0.39451019465923304,0.00695334374904627,0.030800466962438454,0.4148370325565338,0.3780531585216522,2825.0,5.013572096824646,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,3000,128,82817,6,6,0,1.0,0.0,0.0,0.33493761718273163,0.011378861963748876,0.03266893554102085,0.349344789981842,0.3182088434696197,2625.0,4.845772862434387,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,3000,256,99201,6,6,0,1.0,0.0,0.0,0.3334930837154388,0.029491864144802094,0.05847608969168776,0.3539449870586395,0.3058413863182068,1900.0,3.6242841482162476,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,5000,16,68481,6,6,0,1.0,0.0,0.0,0.2653316110372543,0.14178363233804706,0.32623603355667097,0.4081679880619049,0.1906287372112274,3425.0,6.0214691162109375,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,5000,32,70529,6,6,0,1.0,0.0,0.0,0.4921195805072784,0.005073592066764887,0.01154682575744462,0.5025298595428467,0.4863118529319763,3150.0,10.272358655929565,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,5000,48,72577,6,0,6,0.0,1.0,1.0,,,,,,,,2,3,11;22,101;202;303,True
burgers_operator,deeponet,medium,5000,64,74625,6,6,0,1.0,0.0,0.0,0.3985092639923095,0.01409640908241272,0.02450558114720649,0.4128004610538482,0.3882667124271393,2400.0,10.403040051460266,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,5000,96,78721,6,6,0,1.0,0.0,0.0,0.35544474422931666,0.009993016719818115,0.023278422144923015,0.3729541599750519,0.3520313799381256,2500.0,4.69792115688324,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,5000,128,82817,6,6,0,1.0,0.0,0.0,0.3353482037782669,0.01264893263578415,0.0341815477177368,0.360001802444458,0.3298874497413635,2475.0,9.653440237045288,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,5000,192,91009,6,6,0,1.0,0.0,0.0,0.32696889340877533,0.004675015807151794,0.036426924904910535,0.3495936691761017,0.3133957684040069,2400.0,4.527146697044373,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,5000,256,99201,6,6,0,1.0,0.0,0.0,0.33902351558208466,0.019778437912464086,0.05881814335025093,0.3823823034763336,0.3277657926082611,2075.0,8.121173977851868,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,5000,384,115585,6,6,0,1.0,0.0,0.0,0.33078260719776154,0.02789010852575302,0.05263496795686861,0.3454395234584808,0.3054240643978119,2550.0,5.519046306610107,2,3,11;22,101;202;303,False
burgers_operator,deeponet,medium,5000,512,131969,6,6,0,1.0,0.0,0.0,0.3397459536790848,0.02128283679485321,0.053888892272670554,0.3724823296070099,0.3222912549972534,2000.0,3.837990164756775,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,50,16,17857,6,6,0,1.0,0.0,0.0,0.6350440382957458,0.02453102171421051,0.029621462876364264,0.6477122902870178,0.6004385948181152,525.0,1.1425937414169312,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,50,32,18881,6,6,0,1.0,0.0,0.0,0.580108255147934,0.007397472858428955,0.021898373114832937,0.5952404737472534,0.5568933486938477,700.0,3.399566769599915,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,50,48,19905,6,6,0,1.0,0.0,0.0,,,,,,575.0,1.2199124097824097,2,3,11;22,101;202;303,True
burgers_operator,deeponet,small,50,64,20929,6,6,0,1.0,0.0,0.0,0.503880649805069,0.010401956737041473,0.029179152897436066,0.529205322265625,0.4853003621101379,650.0,3.320725202560425,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,50,96,22977,6,6,0,1.0,0.0,0.0,0.4878233522176742,0.03313556313514715,0.040558066653930296,0.508294403553009,0.4622727930545807,475.0,1.2808237075805664,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,50,128,25025,6,6,0,1.0,0.0,0.0,0.4719954580068588,0.02447213232517237,0.04421223171302146,0.5058374404907227,0.4476437866687774,600.0,2.4670400619506836,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,50,192,29121,6,6,0,1.0,0.0,0.0,0.4775500744581222,0.04086209833621979,0.05576459240454895,0.5082696676254272,0.4435018002986908,600.0,1.1887202262878418,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,50,256,33217,6,6,0,1.0,0.0,0.0,0.4818222224712372,0.02929951250553131,0.04066546848255839,0.5054606795310974,0.4565751552581787,675.0,2.3256882429122925,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,50,384,41409,6,6,0,1.0,0.0,0.0,0.47589750587940216,0.03084482997655863,0.04367922524445897,0.5038488507270813,0.4531248807907104,675.0,1.4570484161376953,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,50,512,49601,6,6,0,1.0,0.0,0.0,0.49654538929462433,0.030100367963314056,0.04605547680827873,0.5193070769309998,0.4597357809543609,475.0,1.2860498428344727,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,100,16,17857,6,6,0,1.0,0.0,0.0,0.580339103937149,0.01566493511199951,0.061182741958827,0.6104795932769775,0.5070196390151978,1150.0,2.330290198326111,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,100,32,18881,6,6,0,1.0,0.0,0.0,0.5500773191452026,0.016173705458641052,0.02680620532011232,0.5770207047462463,0.535966694355011,1250.0,5.37579870223999,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,100,48,19905,6,2,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,0.0,0.24287235736846918,2,3,11;22,101;202;303,True
burgers_operator,deeponet,small,100,64,20929,6,6,0,1.0,0.0,0.0,0.4814554303884506,0.015542052686214447,0.02887598212645581,0.5025177001953125,0.4653916358947754,650.0,2.8704569339752197,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,100,96,22977,6,6,0,1.0,0.0,0.0,0.4497174769639969,0.0167234987020492,0.03920243645442802,0.4900032579898834,0.4430627524852752,775.0,1.4932888746261597,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,100,128,25025,6,6,0,1.0,0.0,0.0,0.43999306857585907,0.035105593502521515,0.05049189372841977,0.4646599590778351,0.4108639657497406,800.0,2.9856857061386104,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,100,192,29121,6,6,0,1.0,0.0,0.0,0.42475236952304835,0.03329124301671976,0.0523288121933348,0.466655284166336,0.4155438244342804,1200.0,2.191902279853821,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,100,256,33217,6,6,0,1.0,0.0,0.0,0.4355681985616684,0.03204667568206787,0.04753795178296052,0.4677332043647766,0.4176794588565826,775.0,3.5074740648269653,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,100,384,41409,6,6,0,1.0,0.0,0.0,0.43961402773857117,0.02311034500598913,0.05032578035907493,0.4852579832077026,0.4241285622119903,650.0,1.562289834022522,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,100,512,49601,6,6,0,1.0,0.0,0.0,0.44030818343162537,0.022276975214481354,0.043000652729265655,0.4763019680976867,0.4249167144298553,625.0,1.3751821517944336,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,150,32,18881,6,6,0,1.0,0.0,0.0,0.5565140545368195,0.017330855131149292,0.02350518679869749,0.5633156299591064,0.5315676331520081,925.0,1.8693394660949707,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,150,64,20929,6,6,0,1.0,0.0,0.0,0.4521700143814087,0.018777638673782293,0.029968036230974902,0.4761520624160766,0.4418050646781921,1525.0,2.9733246564865112,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,150,128,25025,6,6,0,1.0,0.0,0.0,0.39974515140056605,0.011499375104904175,0.021362054604045277,0.4100725352764129,0.3881636559963226,1875.0,4.14371657371521,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,150,256,33217,6,6,0,1.0,0.0,0.0,0.3996565490961075,0.003893554210662842,0.011066791842669768,0.4026505947113037,0.3904421925544739,1850.0,3.414189100265503,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,200,16,17857,6,6,0,1.0,0.0,0.0,0.49041512608528137,0.0734087154269219,0.105715036334869,0.5937284827232361,0.4609836935997009,2000.0,3.4947813749313354,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,200,32,18881,6,6,0,1.0,0.0,0.0,0.5339153409004211,0.01044987142086029,0.015294285072252545,0.546496570110321,0.5251252055168152,1650.0,3.2116793394088745,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,200,48,19905,6,0,6,0.0,1.0,1.0,,,,,,,,2,3,11;22,101;202;303,True
burgers_operator,deeponet,small,200,64,20929,6,6,0,1.0,0.0,0.0,0.44839391112327576,0.00991730391979223,0.01920932307026639,0.4624283909797668,0.4391959607601166,1625.0,3.042283535003662,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,200,96,22977,6,6,0,1.0,0.0,0.0,0.41395485401153564,0.019492074847221375,0.035191107733730645,0.4385695457458496,0.4003132879734039,1525.0,2.824177861213684,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,200,128,25025,6,6,0,1.0,0.0,0.0,0.3956141620874405,0.024302691221237183,0.04748046190747004,0.4190657436847687,0.3694555163383484,1550.0,3.5724586248397827,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,200,192,29121,6,6,0,1.0,0.0,0.0,0.3881413638591766,0.01398218423128128,0.03792326306719177,0.41409432888031,0.3724005818367004,1575.0,3.0713396072387695,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,200,256,33217,6,6,0,1.0,0.0,0.0,0.39190511405467987,0.007692508399486597,0.029918802200305884,0.415909856557846,0.3822715580463409,1600.0,2.9052709341049194,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,200,384,41409,6,6,0,1.0,0.0,0.0,0.3983788788318634,0.021403521299362183,0.034943985580895336,0.4198426604270935,0.3856776356697082,1325.0,2.6083321571350098,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,200,512,49601,6,6,0,1.0,0.0,0.0,0.3981427848339081,0.018410339951515253,0.0345411055427242,0.4228007197380066,0.3893898725509643,1525.0,2.835435628890991,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,300,32,18881,6,6,0,1.0,0.0,0.0,0.5346364974975586,0.022308990359306335,0.028613642212364315,0.5514130592346191,0.5125971436500549,1725.0,3.0132333040237427,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,300,64,20929,6,6,0,1.0,0.0,0.0,0.4388236403465271,0.010693863034248297,0.03548902838122679,0.4676248431205749,0.4232949912548065,1850.0,3.3726049661636353,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,300,128,25025,6,6,0,1.0,0.0,0.0,0.38689421117305756,0.014593459665775244,0.042066829400995355,0.4190796911716461,0.3731817305088043,1650.0,2.9638818502426147,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,300,256,33217,6,6,0,1.0,0.0,0.0,0.3633574396371841,0.005683012306690272,0.01921317501345663,0.3776227533817291,0.3586830794811249,2525.0,4.7629395723342896,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,500,16,17857,6,6,0,1.0,0.0,0.0,0.37760837376117706,0.08459989726543427,0.2072592986763469,0.5607092380523682,0.342373788356781,4125.0,7.103676795959473,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,500,32,18881,6,6,0,1.0,0.0,0.0,0.5262986421585083,0.008970871567726135,0.01951359728962685,0.5278972387313843,0.5024513006210327,2125.0,8.983194589614868,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,500,48,19905,6,0,6,0.0,1.0,1.0,,,,,,,,2,3,11;22,101;202;303,True
burgers_operator,deeponet,small,500,64,20929,6,6,0,1.0,0.0,0.0,0.42954130470752716,0.014850214123725891,0.03148707498287519,0.4425788223743438,0.4055619537830353,2375.0,13.286455273628235,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,500,96,22977,6,6,0,1.0,0.0,0.0,0.3797950744628906,0.009647928178310339,0.018922420838417588,0.3821617364883423,0.3658622503280639,3200.0,5.453606724739075,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,500,128,25025,6,6,0,1.0,0.0,0.0,0.371110737323761,0.02486901730298996,0.06926816442921223,0.4094007313251495,0.3352148234844208,2625.0,8.900837898254395,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,500,192,29121,6,6,0,1.0,0.0,0.0,0.3551961332559585,0.0165135338902474,0.044588137733766374,0.3846832811832428,0.3403600454330444,2650.0,5.678333878517151,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,500,256,33217,6,6,0,1.0,0.0,0.0,0.3750111311674118,0.007987149059772491,0.03859615427338442,0.4042312502861023,0.3607004284858703,1925.0,7.657025933265686,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,500,384,41409,6,6,0,1.0,0.0,0.0,0.3691090792417526,0.010883636772632599,0.024695831179777184,0.3749683499336242,0.3513983488082886,2250.0,5.205895304679871,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,500,512,49601,6,6,0,1.0,0.0,0.0,0.3653472810983658,0.015598341822624207,0.025093626821785443,0.3744139075279236,0.3535264134407043,2450.0,4.738963961601257,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,750,32,18881,6,6,0,1.0,0.0,0.0,0.5108508467674255,0.00044351816177368164,0.0132881437951038,0.5223866105079651,0.50095134973526,3100.0,6.907882809638977,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,750,64,20929,6,6,0,1.0,0.0,0.0,0.41408090293407435,0.005887784063816015,0.011745476934162075,0.419653445482254,0.4066172242164612,3150.0,5.325707674026489,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,750,128,25025,6,6,0,1.0,0.0,0.0,0.3578852117061615,0.028257131576538086,0.05288757010713275,0.3810048103332519,0.3337292075157165,3475.0,6.9959492683410645,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,750,256,33217,6,6,0,1.0,0.0,0.0,0.3461662530899048,0.0047963410615921576,0.028183782014586264,0.3600445389747619,0.3299164474010467,3250.0,5.4454745054244995,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,1000,16,17857,6,6,0,1.0,0.0,0.0,0.3175888955593109,0.04741556197404856,0.11494883328668706,0.3855713307857513,0.2916335761547088,4675.0,8.626404643058777,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,1000,32,18881,6,6,0,1.0,0.0,0.0,0.510625809431076,0.015946164727211,0.021457645925439663,0.5289584398269653,0.5032122135162354,3275.0,10.883862972259521,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,1000,48,19905,6,0,6,0.0,1.0,1.0,,,,,,,,2,3,11;22,101;202;303,True
burgers_operator,deeponet,small,1000,64,20929,6,6,0,1.0,0.0,0.0,0.41473136842250824,0.007156707346439306,0.028900111103621895,0.4399827122688293,0.4044542014598846,2925.0,15.692245483398438,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,1000,96,22977,6,6,0,1.0,0.0,0.0,0.37206511199474335,0.012590043246746119,0.022945053660200318,0.3773127496242523,0.3578250110149383,3225.0,6.100794315338135,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,1000,128,25025,6,6,0,1.0,0.0,0.0,0.34781950712203974,0.017200477421283722,0.02860180847825161,0.357617437839508,0.3357208371162414,3950.0,14.853274464607239,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,1000,192,29121,6,6,0,1.0,0.0,0.0,0.34677243232727045,0.020074196159839686,0.0365427426216363,0.3667548298835754,0.3364094197750091,3175.0,7.7943878173828125,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,1000,256,33217,6,6,0,1.0,0.0,0.0,0.34743355214595795,0.007991373538970947,0.03930406707833285,0.365075409412384,0.3236632049083709,3025.0,14.273660898208618,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,1000,384,41409,6,6,0,1.0,0.0,0.0,0.37105631828308105,0.02268815785646433,0.04796409835413339,0.380140095949173,0.3371239900588989,2275.0,4.256420373916626,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,1000,512,49601,6,6,0,1.0,0.0,0.0,0.3613812774419784,0.019792787730693817,0.04954649853237021,0.3772190809249878,0.3290609717369079,3000.0,5.217365860939026,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,2000,16,17857,6,6,0,1.0,0.0,0.0,0.3697314113378525,0.051534503698349055,0.25990828695655543,0.5583668947219849,0.2617932558059692,4875.0,9.075129747390747,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,2000,32,18881,6,6,0,1.0,0.0,0.0,0.5075643658638,0.009284645318984985,0.017842987442598823,0.5229255557060242,0.4969674050807953,3475.0,6.5550185441970825,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,2000,48,19905,6,0,6,0.0,1.0,1.0,,,,,,,,2,3,11;22,101;202;303,True
burgers_operator,deeponet,small,2000,64,20929,6,6,0,1.0,0.0,0.0,0.40619382262229914,0.009376093745231628,0.025177177936121738,0.4254666566848755,0.3964786529541015,3950.0,6.858678698539734,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,2000,96,22977,6,6,0,1.0,0.0,0.0,0.35715015232563013,0.015537381172180231,0.04167587793979096,0.3906079232692718,0.3520120084285736,4125.0,7.328325867652893,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,2000,128,25025,6,6,0,1.0,0.0,0.0,0.3499708771705627,0.039399012923240606,0.0630940158910258,0.3801811933517456,0.331472247838974,3225.0,5.5146567821502686,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,2000,192,29121,6,6,0,1.0,0.0,0.0,0.33069613575935364,0.025856822729110718,0.06620638494600846,0.3781764209270477,0.3208254277706146,4150.0,7.196289420127869,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,2000,256,33217,6,6,0,1.0,0.0,0.0,0.3424970209598541,0.007023744285106659,0.0468662834814929,0.3732762932777405,0.3243835568428039,3150.0,6.478711247444153,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,2000,384,41409,6,6,0,1.0,0.0,0.0,0.34271425008773804,0.018168352544307764,0.04448448385360975,0.3647845089435577,0.3243374526500702,3575.0,6.480504512786865,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,2000,512,49601,6,6,0,1.0,0.0,0.0,0.356428787112236,0.01588846743106842,0.027174274569907418,0.3665189445018768,0.343986451625824,2600.0,4.370489120483398,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,3000,32,18881,6,6,0,1.0,0.0,0.0,0.5153725147247314,0.011450603604316711,0.015174730888417406,0.5266798138618469,0.5071113109588623,2650.0,5.069778919219971,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,3000,64,20929,6,6,0,1.0,0.0,0.0,0.4205632954835892,0.021950222551822662,0.02969942519308007,0.43167245388031,0.4056405425071716,2850.0,5.225974678993225,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,3000,128,25025,6,6,0,1.0,0.0,0.0,0.3616089224815368,0.0260100439190864,0.05279455812862842,0.3899491131305694,0.3397304713726043,2850.0,4.940937161445618,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,3000,256,33217,6,6,0,1.0,0.0,0.0,0.36531223356723785,0.027336232364177704,0.0519426440287651,0.383726418018341,0.3370378315448761,2300.0,4.531605839729309,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,5000,16,17857,6,6,0,1.0,0.0,0.0,0.33721503615379333,0.06419356167316437,0.13978223398804554,0.4068242609500885,0.282364159822464,4950.0,8.024714946746826,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,5000,32,18881,6,6,0,1.0,0.0,0.0,0.5122300088405609,0.013903722167015076,0.01913822285384865,0.5250059962272644,0.5000878572463989,3250.0,10.872564673423767,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,5000,48,19905,6,0,6,0.0,1.0,1.0,,,,,,,,2,3,11;22,101;202;303,True
burgers_operator,deeponet,small,5000,64,20929,6,6,0,1.0,0.0,0.0,0.4084939807653427,0.02786549180746084,0.041675707127467126,0.4373815059661865,0.3983674347400665,3575.0,10.236643552780151,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,5000,96,22977,6,6,0,1.0,0.0,0.0,0.36793044209480286,0.029565446078777313,0.04854380821010162,0.3957509696483612,0.3551016747951507,3675.0,6.3609020709991455,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,5000,128,25025,6,6,0,1.0,0.0,0.0,0.3522618561983108,0.00406685471534729,0.049806502063154,0.3877269029617309,0.3338775038719177,3225.0,10.934680223464966,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,5000,192,29121,6,6,0,1.0,0.0,0.0,0.3425800204277038,0.018578089773654882,0.03429587786125975,0.3480337262153625,0.3230851888656616,3700.0,7.4433753490448,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,5000,256,33217,6,6,0,1.0,0.0,0.0,0.35314072668552393,0.033190190792083685,0.05636649527313723,0.3680011630058288,0.3238418698310852,3175.0,14.17345678806305,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,5000,384,41409,6,6,0,1.0,0.0,0.0,0.343233197927475,0.01745378971099848,0.044700476379669944,0.3597961068153381,0.3203091621398926,3500.0,5.9368040561676025,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small,5000,512,49601,6,6,0,1.0,0.0,0.0,0.34234872460365295,0.03137145936489111,0.08373819491654622,0.3982000946998596,0.3195408880710602,3850.0,7.2534143924713135,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,50,16,39073,6,6,0,1.0,0.0,0.0,0.6322112083435059,0.017440587282180786,0.029820864727689418,0.646065354347229,0.5948315858840942,550.0,1.106244444847107,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,50,32,40609,6,6,0,1.0,0.0,0.0,0.5770843923091888,0.017919182777404785,0.0222021465234016,0.586266279220581,0.5555715560913086,675.0,3.4590466022491455,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,50,48,42145,6,6,0,1.0,0.0,0.0,,,,,,375.0,1.1083086729049683,2,3,11;22,101;202;303,True
burgers_operator,deeponet,small-med,50,64,43681,6,6,0,1.0,0.0,0.0,0.502688929438591,0.01871262490749359,0.02753357736839614,0.5186796188354492,0.4828888773918152,625.0,2.655644178390503,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,50,96,46753,6,6,0,1.0,0.0,0.0,0.46615350246429443,0.023761264979839325,0.03805128240544906,0.4934276044368744,0.4461895823478699,675.0,1.3590943813323975,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,50,128,49825,6,6,0,1.0,0.0,0.0,0.46457909047603607,0.016910485923290253,0.03833742967302812,0.4903385043144226,0.4394190907478332,450.0,2.9115231037139893,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,50,192,55969,6,6,0,1.0,0.0,0.0,0.46012577414512634,0.02767619490623474,0.048942064090057795,0.485069990158081,0.4255378544330597,450.0,1.5893299579620361,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,50,256,62113,6,6,0,1.0,0.0,0.0,0.4560937136411667,0.022585265338420812,0.030115134959727726,0.4714027047157287,0.4391602575778961,625.0,2.537406086921692,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,50,384,74401,6,6,0,1.0,0.0,0.0,0.46391206979751587,0.024458147585392,0.04936474590850822,0.4982941746711731,0.4345092475414276,600.0,1.7555665969848633,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,50,512,86689,6,6,0,1.0,0.0,0.0,0.47450459003448486,0.02844914793968195,0.04795499912937288,0.5006793141365051,0.4400428533554077,450.0,1.0098341703414917,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,100,16,39073,6,6,0,1.0,0.0,0.0,0.5715843737125397,0.02526906132698059,0.036560343023985725,0.5973166823387146,0.5404813289642334,750.0,1.5317882299423218,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,100,32,40609,6,6,0,1.0,0.0,0.0,0.5515653789043427,0.005356013774871826,0.02684199903959405,0.5782484412193298,0.5322617292404175,800.0,4.282976031303406,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,100,48,42145,6,2,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,0.0,0.24231576919555659,2,3,11;22,101;202;303,True
burgers_operator,deeponet,small-med,100,64,43681,6,6,0,1.0,0.0,0.0,0.4603900760412216,0.01040448248386383,0.042604337998943934,0.498168796300888,0.4405626654624939,1075.0,4.490430116653442,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,100,96,46753,6,6,0,1.0,0.0,0.0,0.42933171987533564,0.008845999836921692,0.04966672876258087,0.4690101742744446,0.4033458232879638,950.0,1.831468105316162,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,100,128,49825,6,6,0,1.0,0.0,0.0,0.43060748279094696,0.023174181580543518,0.04361023469267345,0.4562221765518188,0.4050654470920563,675.0,3.4830328226089478,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,100,192,55969,6,6,0,1.0,0.0,0.0,0.4109627902507782,0.0160071924328804,0.05188384924087417,0.4562730491161346,0.3975813388824463,950.0,1.9927238225936887,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,100,256,62113,6,6,0,1.0,0.0,0.0,0.42316199839115143,0.050422064960002955,0.07024464226994868,0.4583077430725097,0.3899046778678894,850.0,2.3058961629867554,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,100,384,74401,6,6,0,1.0,0.0,0.0,0.43633496761322016,0.04490350931882858,0.06653037132406571,0.4696561396121979,0.3987917304039001,475.0,1.4454386234283447,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,100,512,86689,6,6,0,1.0,0.0,0.0,0.42181867361068726,0.03404683619737631,0.06101141033670392,0.4750322997570038,0.4118397831916809,825.0,1.6356706619262695,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,150,32,40609,6,6,0,1.0,0.0,0.0,0.5349591672420502,0.01764748990535736,0.023792501180924942,0.558458149433136,0.5268736481666565,1375.0,2.459251880645752,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,150,64,43681,6,6,0,1.0,0.0,0.0,0.43813425302505493,0.012881428003311102,0.04919435315881779,0.4898484945297241,0.4312989115715027,1800.0,3.1223243474960327,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,150,128,49825,6,6,0,1.0,0.0,0.0,0.3947652578353882,0.012120567262172754,0.02908869129275559,0.4127492010593414,0.3804286122322082,1300.0,2.669848084449768,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,150,256,62113,6,6,0,1.0,0.0,0.0,0.39205722510814667,0.021773837506771143,0.048393947160398534,0.4180989265441894,0.3661330938339233,1225.0,2.2459676265716553,2,3,11;22,101;202;303,False
burgers_operator,deeponet,small-med,200,16,39073,6,6,0,1.0,0.0,0.0,0.4949476420879364,0.09331192821264273,0.1208996142767442,0.5608878135681152,0.4148822128772735,1275.0,2.3090193271636963,2,3,11;22,101;202;303,False
