task,model_name,capacity_name,dataset_size,resolution_train,resolution_eval,n_runs,n_success,median_test_rel_l2,iqr_test_rel_l2,seed_cv_test_rel_l2,worst_test_rel_l2,best_test_rel_l2,parent_convergence_rate,parent_converged,parent_median_test_rel_l2,degradation_vs_diagonal,is_r48_train
darcy,deeponet,medium,50,32,64,4,4,2.560287058353424,2.255933403968811,0.5178010234556938,3.81523060798645,1.390536189079285,1.0,True,1.4975327253341677,1.7096701895326578,False
darcy,deeponet,medium,50,32,128,4,4,2.67371529340744,2.4106714129447937,0.5331990906945433,4.13392972946167,1.4285212755203247,1.0,True,1.4975327253341677,1.7854135994329023,False
darcy,deeponet,medium,50,32,256,4,4,2.691159963607788,2.4294175505638123,0.5355073435940246,4.217052459716797,1.4394772052764893,1.0,True,1.4975327253341677,1.7970625403242977,False
darcy,deeponet,medium,50,32,512,4,4,2.6933895349502563,2.4311829507350926,0.5361941525434964,4.239110946655273,1.4407891035079956,1.0,True,1.4975327253341677,1.7985513701206353,False
darcy,deeponet,medium,50,64,32,4,4,1.99908173084259,1.0522350966930385,0.3351882125311106,2.5391948223114014,1.277652382850647,1.0,True,1.6606229543685913,1.2038143430353152,False
darcy,deeponet,medium,50,64,128,4,4,2.266388714313507,1.284827411174774,0.3556295693530653,2.932924270629883,1.426699995994568,1.0,True,1.6606229543685913,1.3647822393104534,False
darcy,deeponet,medium,50,64,256,4,4,2.3296982049942017,1.357531607151031,0.36404186508809966,2.995115280151367,1.4404339790344238,1.0,True,1.6606229543685913,1.402906179795647,False
darcy,deeponet,medium,50,64,512,4,4,2.3489392399787903,1.385981172323227,0.36757392320342236,3.017101526260376,1.4452733993530271,1.0,True,1.6606229543685913,1.4144928165658852,False
darcy,deeponet,medium,50,128,32,4,4,1.8466803431510925,0.7947594225406647,0.29406688907224215,2.4349653720855717,1.284158706665039,1.0,True,1.9906694889068604,0.9276679797635132,False
darcy,deeponet,medium,50,128,64,4,4,2.016249358654022,0.9288967847824097,0.30531824716197226,2.6396613121032715,1.3762716054916382,1.0,True,1.9906694889068604,1.0128498828608703,False
darcy,deeponet,medium,50,128,256,4,4,2.100297749042511,0.9279694259166718,0.3192141092333559,2.848886251449585,1.380608081817627,1.0,True,1.9906694889068604,1.0550710505920553,False
darcy,deeponet,medium,50,128,512,4,4,2.1003670692443848,0.9357890188694,0.3218897904609626,2.862355232238769,1.3788164854049685,1.0,True,1.9906694889068604,1.0551058731491196,False
darcy,deeponet,medium,50,256,32,4,4,2.4381656646728516,2.390560030937195,0.5774098324356399,4.061610698699951,1.2639002799987793,1.0,True,1.551769733428955,1.5712161489870162,False
darcy,deeponet,medium,50,256,64,4,4,2.641553223133087,2.400212347507477,0.5404635173810737,3.95909571647644,1.3415895700454712,1.0,True,1.551769733428955,1.7022842798306361,False
darcy,deeponet,medium,50,256,128,4,4,2.6164470314979553,2.307355433702469,0.5335414229964144,4.070707321166992,1.3517918586730957,1.0,True,1.551769733428955,1.6861052095122233,False
darcy,deeponet,medium,50,256,512,4,4,2.60350501537323,2.259449541568756,0.5285265074046118,4.093908309936523,1.3623976707458496,1.0,True,1.551769733428955,1.6777650441861944,False
darcy,deeponet,medium,100,32,64,4,4,1.787075936794281,0.4201561510562899,0.356344922667435,2.6633217334747314,1.0725457668304443,1.0,True,1.8770512342453003,0.9520656145077493,False
darcy,deeponet,medium,100,32,128,4,4,1.8732686638832092,0.5635167956352234,0.3567951326724906,2.748573303222656,1.1026190519332886,1.0,True,1.8770512342453003,0.9979848337152012,False
darcy,deeponet,medium,100,32,256,4,4,1.8899469375610352,0.627436101436615,0.35652310116741054,2.762819290161133,1.1170094013214111,1.0,True,1.8770512342453003,1.0068701925021881,False
darcy,deeponet,medium,100,32,512,4,4,1.8941295742988586,0.6555781960487366,0.3556085816294172,2.761530876159668,1.124400973320007,1.0,True,1.8770512342453003,1.0090984943521932,False
darcy,deeponet,medium,100,64,32,4,4,1.4385715126991272,0.5963293015956879,0.4162675706208329,2.6387856006622314,1.091214895248413,1.0,True,1.5830256938934326,0.9087480501728168,False
darcy,deeponet,medium,100,64,128,4,4,1.6066059470176697,0.8098768889904022,0.42850646582154,2.939699172973633,1.194729566574097,1.0,True,1.5830256938934326,1.014895685657661,False
darcy,deeponet,medium,100,64,256,4,4,1.621948003768921,0.823871523141861,0.4338219414436891,2.9870221614837646,1.1981900930404663,1.0,True,1.5830256938934326,1.0245872887759384,False
darcy,deeponet,medium,100,64,512,4,4,1.6266810297966003,0.8216210603713989,0.43470160768939764,3.0028796195983887,1.2018095254898071,1.0,True,1.5830256938934326,1.0275771492980623,False
darcy,deeponet,medium,100,128,32,4,4,1.8112444877624512,1.1237203478813171,0.3921571244412633,2.589831829071045,1.146968126296997,1.0,True,1.4675495624542236,1.2341964687948643,False
darcy,deeponet,medium,100,128,64,4,4,1.9481786489486697,1.2474091351032262,0.42746345807119557,3.05609130859375,1.212429165840149,1.0,True,1.4675495624542236,1.3275045005571577,False
darcy,deeponet,medium,100,128,256,4,4,2.0714067220687866,1.3491514027118683,0.42100132008319047,3.098374128341675,1.2616156339645386,1.0,True,1.4675495624542236,1.4114730943769396,False
darcy,deeponet,medium,100,128,512,4,4,2.0906261801719666,1.3717046678066258,0.4217454443916774,3.1139791011810303,1.2704946994781494,1.0,True,1.4675495624542236,1.4245693867236449,False
darcy,deeponet,medium,100,256,32,4,4,1.8072691559791565,1.7105320096015932,0.6314805978724389,4.004360675811768,1.0835789442062378,1.0,True,1.686897039413452,1.071357121242894,False
darcy,deeponet,medium,100,256,64,4,4,2.081736445426941,2.2038832306861877,0.6520467037641358,4.204859733581543,1.0451536178588867,1.0,True,1.686897039413452,1.2340625401481395,False
darcy,deeponet,medium,100,256,128,4,4,2.084839165210724,2.3057552576065055,0.6836081155171593,4.517570972442627,1.0586167573928833,1.0,True,1.686897039413452,1.2359018461112716,False
darcy,deeponet,medium,100,256,512,4,4,2.06617271900177,2.305893659591675,0.6982112741811082,4.684511184692383,1.0707852840423584,1.0,True,1.686897039413452,1.2248362945258326,False
darcy,deeponet,medium,500,32,64,4,4,0.9585108160972594,0.304845333099365,0.33834950925540674,1.6731164455413818,0.8749445676803589,1.0,True,0.890681266784668,1.0761546827603707,False
darcy,deeponet,medium,500,32,128,4,4,0.9845923781394958,0.3411646634340286,0.36371941092821336,1.7770447731018066,0.8826213479042053,1.0,True,0.890681266784668,1.1054373936636661,False
darcy,deeponet,medium,500,32,256,4,4,0.9957341849803925,0.3541269749403,0.36803084475420333,1.800523281097412,0.8822612762451172,1.0,True,0.890681266784668,1.1179467022753968,False
darcy,deeponet,medium,500,32,512,4,4,1.0013337433338165,0.36222660541534424,0.36829697639726766,1.8054299354553225,0.881312906742096,1.0,True,0.890681266784668,1.124233528508577,False
darcy,deeponet,medium,500,64,32,4,4,0.991434782743454,0.22534216940402985,0.17685077997805368,1.2945327758789062,0.9034591913223268,1.0,True,0.9819892048835754,1.009618820464527,False
darcy,deeponet,medium,500,64,128,4,4,1.0921468138694763,0.2387491911649704,0.12972927117123914,1.218461990356445,0.961432158946991,1.0,True,0.9819892048835754,1.1121780243999333,False
darcy,deeponet,medium,500,64,256,4,4,1.1080268919467926,0.23763154447078705,0.1259268221386249,1.2286995649337769,0.9804556369781494,1.0,True,0.9819892048835754,1.1283493611094841,False
darcy,deeponet,medium,500,64,512,4,4,1.110764354467392,0.23404277861118317,0.1253988798506868,1.2392690181732178,0.984437108039856,1.0,True,0.9819892048835754,1.1311370317956644,False
darcy,deeponet,medium,500,128,32,4,4,0.9200102388858795,0.16884848475456238,0.23005461960112628,1.3452495336532593,0.8356052041053772,1.0,True,0.8873254656791687,1.0368351574150907,False
darcy,deeponet,medium,500,128,64,4,4,0.9555453062057495,0.2512362599372864,0.26465942244294904,1.4633219242095947,0.8556320667266846,1.0,True,0.8873254656791687,1.0768825455430433,False
darcy,deeponet,medium,500,128,256,4,4,0.9913062751293182,0.3461640775203705,0.2931063944110869,1.5570493936538696,0.8685044646263123,1.0,True,0.8873254656791687,1.117184520755934,False
darcy,deeponet,medium,500,128,512,4,4,0.9948102235794067,0.3594558537006378,0.30021107490304083,1.5757969617843628,0.867121696472168,1.0,True,0.8873254656791687,1.1211334082674704,False
darcy,deeponet,medium,500,256,32,4,4,0.9132470488548279,0.19179348647594452,0.24003931628426337,1.3438800573349,0.8127294182777405,1.0,True,0.9192484021186828,0.9934714564093634,False
darcy,deeponet,medium,500,256,64,4,4,0.9377851486206055,0.24725501239299774,0.26869927910960034,1.4009599685668943,0.7816309332847595,1.0,True,0.9192484021186828,1.0201651114749823,False
darcy,deeponet,medium,500,256,128,4,4,1.0018242001533508,0.3214421421289445,0.28262313798716937,1.4583710432052612,0.771805465221405,1.0,True,0.9192484021186828,1.089829688954963,False
darcy,deeponet,medium,500,256,512,4,4,1.0042900443077087,0.3155520707368853,0.29151755972282994,1.4909870624542236,0.7724578976631165,1.0,True,0.9192484021186828,1.0925121457845584,False
darcy,deeponet,medium,1000,32,64,4,4,0.8951818346977234,0.0698729306459428,0.07007215604306818,0.9817694425582886,0.8345603346824646,1.0,True,0.9420040845870972,0.950295067022032,False
darcy,deeponet,medium,1000,32,128,4,4,0.9082228541374207,0.03575485944747914,0.04895229319109342,0.9944902062416076,0.8987194895744324,1.0,True,0.9420040845870972,0.9641389766749434,False
darcy,deeponet,medium,1000,32,256,4,4,0.9200319945812225,0.02762669324874867,0.04664075250873321,1.0005440711975098,0.9038680195808412,1.0,True,0.9420040845870972,0.976675164826376,False
darcy,deeponet,medium,1000,32,512,4,4,0.9224554896354675,0.03057950735092163,0.0462097742734235,1.0025570392608645,0.9071015119552612,1.0,True,0.9420040845870972,0.9792478660427484,False
darcy,deeponet,medium,1000,64,32,4,4,0.901704877614975,0.04589812457561504,0.04921217593143736,0.9238232374191284,0.8275210857391357,1.0,True,0.9029148817062378,0.9986598912967563,False
darcy,deeponet,medium,1000,64,128,4,4,0.9264883995056152,0.0777471661567688,0.09423259906111385,0.9952145218849182,0.7933273911476135,1.0,True,0.9029148817062378,1.0261082393002878,False
darcy,deeponet,medium,1000,64,256,4,4,0.949346661567688,0.08615632355213165,0.09917012563824194,0.991755187511444,0.7897164821624756,1.0,True,0.9029148817062378,1.0514243156273027,False
darcy,deeponet,medium,1000,64,512,4,4,0.9597126841545105,0.0901348888874054,0.10156414574235793,0.9898561239242554,0.7892792224884033,1.0,True,0.9029148817062378,1.0629049355582023,False
darcy,deeponet,medium,1000,128,32,4,4,0.8544715940952301,0.03722637891769409,0.04355499139657139,0.8963571190834045,0.8076348304748535,1.0,True,0.8993321061134338,0.9501179689758064,False
darcy,deeponet,medium,1000,128,64,4,4,0.8618347644805908,0.05548901855945587,0.04728203637060528,0.8992045521736145,0.8108378648757935,1.0,True,0.8993321061134338,0.9583053452913051,False
darcy,deeponet,medium,1000,128,256,4,4,0.8647308945655823,0.062340229749679565,0.04223478595137351,0.8982054591178894,0.8331119418144226,1.0,True,0.8993321061134338,0.9615256574154962,False
darcy,deeponet,medium,1000,128,512,4,4,0.8658396601676941,0.059044092893600464,0.03979731500236434,0.8957748413085938,0.8349083662033081,1.0,True,0.8993321061134338,0.962758534118746,False
darcy,deeponet,medium,1000,256,32,4,4,0.9450279474258424,0.17203615605831135,0.18807631103472616,1.2675772905349731,0.8429940342903137,1.0,True,0.9765194654464722,0.9677512644294995,False
darcy,deeponet,medium,1000,256,64,4,4,0.9996563494205475,0.21814487874507904,0.18981298421534762,1.276890754699707,0.827306866645813,1.0,True,0.9765194654464722,1.023693213287353,False
darcy,deeponet,medium,1000,256,128,4,4,1.020338773727417,0.20411016047000896,0.19877227592628377,1.3284443616867063,0.8358085751533508,1.0,True,0.9765194654464722,1.044872949113114,False
darcy,deeponet,medium,1000,256,512,4,4,1.0274229645729065,0.22485941648483287,0.20341099493560097,1.3399043083190918,0.8369747400283813,1.0,True,0.9765194654464722,1.052127480227095,False
darcy,deeponet,medium,5000,32,64,4,4,0.7490193843841553,0.028619199991226196,0.03267120775728139,0.7904987931251526,0.7376909852027893,1.0,True,0.7656940817832947,0.9782227683407135,False
darcy,deeponet,medium,5000,32,128,4,4,0.7594284117221832,0.07905353605747223,0.17703991931275895,1.044688701629639,0.7397865056991577,1.0,True,0.7656940817832947,0.9918170060208396,False
darcy,deeponet,medium,5000,32,256,4,4,0.7628130316734314,0.1020188182592392,0.22338865540592828,1.1344082355499268,0.7401266694068909,1.0,True,0.7656940817832947,0.996237335277356,False
darcy,deeponet,medium,5000,32,512,4,4,0.7638930380344391,0.10956226289272308,0.2355714227590311,1.1588890552520752,0.7400211095809937,1.0,True,0.7656940817832947,0.9976478285627323,False
darcy,deeponet,medium,5000,64,32,4,4,0.7964348793029785,0.15605677664279938,0.16368633792853976,1.022953748703003,0.726128876209259,1.0,True,0.7837742567062378,1.016153404489127,False
darcy,deeponet,medium,5000,64,128,4,4,0.8163239061832428,0.16821566224098206,0.19390676762679346,1.1153013706207275,0.7471796870231628,1.0,True,0.7837742567062378,1.041529367925138,False
darcy,deeponet,medium,5000,64,256,4,4,0.8325549066066742,0.19102740287780762,0.19288583677336882,1.1259599924087524,0.7599876523017883,1.0,True,0.7837742567062378,1.062238137426756,False
darcy,deeponet,medium,5000,64,512,4,4,0.838632345199585,0.20258784294128407,0.19483915351061004,1.1333314180374146,0.7646315097808838,1.0,True,0.7837742567062378,1.0699922050564468,False
darcy,deeponet,medium,5000,128,32,4,4,0.7989196479320526,0.22518254816532135,0.19533725210531172,1.0359725952148438,0.6976850032806396,1.0,True,0.7940649390220642,1.0061137429338805,False
darcy,deeponet,medium,5000,128,64,4,4,0.7834859192371368,0.21875958144664764,0.21299490782588612,1.0656670331954956,0.6879211664199829,1.0,True,0.7940649390220642,0.9866773871190484,False
darcy,deeponet,medium,5000,128,256,4,4,0.7762964069843292,0.24087582528591156,0.2428300089588838,1.117300510406494,0.6858257055282593,1.0,True,0.7940649390220642,0.9776233262992093,False
darcy,deeponet,medium,5000,128,512,4,4,0.7758004367351532,0.242940753698349,0.24741401928132398,1.1270376443862915,0.6861751675605774,1.0,True,0.7940649390220642,0.9769987297142161,False
darcy,deeponet,medium,5000,256,32,4,4,0.7598851919174194,0.004333078861236572,0.009871272430288148,0.7733523845672607,0.7562929391860962,1.0,True,0.763939380645752,0.9946930491724284,False
darcy,deeponet,medium,5000,256,64,4,4,0.7605246603488922,0.016212880611419678,0.02200224868564323,0.7845531105995178,0.7447339296340942,1.0,True,0.763939380645752,0.9955301161540157,False
darcy,deeponet,medium,5000,256,128,4,4,0.7644045948982239,0.01005774736404419,0.015950443387374193,0.768893837928772,0.7423195838928223,1.0,True,0.763939380645752,1.0006089674969743,False
darcy,deeponet,medium,5000,256,512,4,4,0.7598372399806976,0.005429103970527649,0.011286111314094118,0.7675415277481079,0.7469035387039185,1.0,True,0.763939380645752,0.9946302798769363,False
darcy,deeponet,small,50,32,64,4,4,2.418619990348816,1.5446867048740387,0.4119706563197145,3.3690757751464844,1.3942781686782837,1.0,True,1.7775150537490845,1.3606748281807972,False
darcy,deeponet,small,50,32,128,4,4,2.4793466925621033,1.6114155948162083,0.4270708903525858,3.659799814224243,1.440385103225708,1.0,True,1.7775150537490845,1.3948386469823337,False
darcy,deeponet,small,50,32,256,4,4,2.4986674785614014,1.6317805647850037,0.4292466420086202,3.731043577194214,1.4635052680969238,1.0,True,1.7775150537490845,1.405708195433441,False
darcy,deeponet,small,50,32,512,4,4,2.503187894821167,1.6396482288837433,0.42935505973181415,3.748058795928955,1.4743942022323608,1.0,True,1.7775150537490845,1.4082513054061139,False
darcy,deeponet,small,50,64,32,4,4,2.379251718521118,0.5378231406211853,0.1884332503978211,2.916816473007202,1.879021167755127,1.0,True,2.9309980869293213,0.811754783850356,False
darcy,deeponet,small,50,64,128,4,4,2.9248228073120117,0.6347835659980774,0.22137665703556691,3.5346999168396,2.038417100906372,1.0,True,2.9309980869293213,0.9978931137332201,False
darcy,deeponet,small,50,64,256,4,4,3.0113476514816284,0.7589435577392569,0.2259970015421354,3.570118904113769,2.0643818378448486,1.0,True,2.9309980869293213,1.027413721254416,False
darcy,deeponet,small,50,64,512,4,4,3.058170199394226,0.8549323081970215,0.23142372421087498,3.577040195465088,2.0724475383758545,1.0,True,2.9309980869293213,1.0433886712625382,False
darcy,deeponet,small,50,128,32,4,4,1.7260184288024902,0.7746329307556152,0.3252123637951485,2.425900459289551,1.1679306030273438,1.0,True,1.460322022438049,1.1819437098680834,False
darcy,deeponet,small,50,128,64,4,4,1.8724015951156618,0.9978067874908452,0.3659113181335359,2.709779739379883,1.2115700244903564,1.0,True,1.460322022438049,1.2821840432082467,False
darcy,deeponet,small,50,128,256,4,4,1.9343701004981992,1.118665754795074,0.38155261659366724,2.8135273456573486,1.2405749559402466,1.0,True,1.460322022438049,1.3246188654121052,False
darcy,deeponet,small,50,128,512,4,4,1.935990631580353,1.1284450292587285,0.38242095718500035,2.813774585723877,1.242719292640686,1.0,True,1.460322022438049,1.3257285734472193,False
darcy,deeponet,small,50,256,32,4,4,1.7100388407707214,0.7454990446567535,0.30912711610188925,2.4829745292663574,1.28397536277771,1.0,True,1.541724443435669,1.109172814929217,False
darcy,deeponet,small,50,256,64,4,4,1.7815330624580386,0.9492630958557133,0.4311561251090711,3.245591163635254,1.3181596994400024,1.0,True,1.541724443435669,1.1555457073041964,False
darcy,deeponet,small,50,256,128,4,4,1.8740172386169434,0.9832501113414764,0.3938770408606846,3.1115376949310303,1.3380345106124878,1.0,True,1.541724443435669,1.2155331950505848,False
darcy,deeponet,small,50,256,512,4,4,1.9019383192062378,0.9550107419490814,0.3747457801566182,3.039613008499145,1.3484951257705688,1.0,True,1.541724443435669,1.2336434875274127,False
darcy,deeponet,small,100,32,64,4,4,2.0435785055160522,0.7517032027244572,0.44374023139622687,3.494307041168213,1.1633901596069336,1.0,True,2.02640700340271,1.0084738663479291,False
darcy,deeponet,small,100,32,128,4,4,2.198474884033203,1.0307299196720123,0.5113777086874607,4.208195686340332,1.240876078605652,1.0,True,2.02640700340271,1.0849127940939602,False
darcy,deeponet,small,100,32,256,4,4,2.2292505502700806,1.1214440762996665,0.535100731128169,4.435121536254883,1.2552870512008667,1.0,True,2.02640700340271,1.10010010157227,False
darcy,deeponet,small,100,32,512,4,4,2.2330485582351685,1.1497401595115657,0.5443808176779507,4.514072895050049,1.258885383605957,1.0,True,2.02640700340271,1.1019743587963668,False
darcy,deeponet,small,100,64,32,4,4,1.4621658325195312,0.5304765403270721,0.28673806482793307,2.015554904937744,1.0419718027114868,1.0,True,1.5882952213287354,0.9205881960006863,False
darcy,deeponet,small,100,64,128,4,4,1.7598820924758911,0.7509925365447998,0.3575926622796089,2.4563024044036865,1.0169034004211426,1.0,True,1.5882952213287354,1.1080321018680706,False
darcy,deeponet,small,100,64,256,4,4,1.7652193307876587,0.8053884208202362,0.372650717232857,2.518519878387451,1.0120214223861694,1.0,True,1.5882952213287354,1.1113924584567547,False
darcy,deeponet,small,100,64,512,4,4,1.7623682022094727,0.8213169574737549,0.3776718744134306,2.538460254669189,1.0109906196594238,1.0,True,1.5882952213287354,1.1095973711581852,False
darcy,deeponet,small,100,128,32,4,4,1.7087451219558716,0.9144766330718994,0.48779513697498716,3.336024761199951,1.153780221939087,1.0,True,1.5567002296447754,1.097671272487569,False
darcy,deeponet,small,100,128,64,4,4,1.834350049495697,1.1307147145271301,0.5335600476922666,3.838676929473877,1.238052487373352,1.0,True,1.5567002296447754,1.1783579231014045,False
darcy,deeponet,small,100,128,256,4,4,1.9107617735862732,1.2741900086402893,0.5551054151729327,4.076498508453369,1.2541762590408323,1.0,True,1.5567002296447754,1.227443625432169,False
darcy,deeponet,small,100,128,512,4,4,1.9203141927719118,1.2855789363384251,0.555279059047034,4.088374137878418,1.2544711828231812,1.0,True,1.5567002296447754,1.2335799508490533,False
darcy,deeponet,small,100,256,32,4,4,1.2604270577430725,0.8419581800699234,0.5815049286500811,2.958028554916382,0.9396334290504456,1.0,True,1.4100220203399658,0.8939059387449673,False
darcy,deeponet,small,100,256,64,4,4,1.3080348372459412,0.9165890067815781,0.590110436922757,3.0591931343078613,0.9397124648094176,1.0,True,1.4100220203399658,0.9276697940721275,False
darcy,deeponet,small,100,256,128,4,4,1.31771719455719,0.9779384583234787,0.6111975921518401,3.217054843902588,0.9790459275245668,1.0,True,1.4100220203399658,0.9345366069102095,False
darcy,deeponet,small,100,256,512,4,4,1.3130812644958496,1.0112179815769196,0.6257444330803613,3.310358047485352,1.0055352449417114,1.0,True,1.4100220203399658,0.9312487645967804,False
darcy,deeponet,small,500,32,64,4,4,1.0432699918746948,0.5022234171628952,0.3818215156518749,1.7874364852905271,0.8127010464668274,1.0,True,0.8678255677223206,1.2021655395713249,False
darcy,deeponet,small,500,32,128,4,4,1.0543931722640991,0.6058546006679533,0.5204935650640455,2.294823169708252,0.8232535123825073,1.0,True,0.8678255677223206,1.2149828392719986,False
darcy,deeponet,small,500,32,256,4,4,1.061470240354538,0.6334662139415741,0.5543597151664257,2.4370291233062744,0.8250046372413635,1.0,True,0.8678255677223206,1.2231377823315965,False
darcy,deeponet,small,500,32,512,4,4,1.064712077379227,0.6420528143644334,0.563128335643232,2.4763824939727783,0.8249658346176147,1.0,True,0.8678255677223206,1.2268733683125415,False
darcy,deeponet,small,500,64,32,4,4,1.203658640384674,0.24591107666492462,0.25668496954428316,1.60351300239563,0.8445423245429993,1.0,True,1.3798203468322754,0.872329969005005,False
darcy,deeponet,small,500,64,128,4,4,1.3992432951927185,0.27667577564716317,0.26870941508239726,1.7739217281341553,0.8844249844551086,1.0,True,1.3798203468322754,1.0140764327798422,False
darcy,deeponet,small,500,64,256,4,4,1.4342043995857239,0.3243801444768908,0.2769921071486937,1.808933138847351,0.8824346661567688,1.0,True,1.3798203468322754,1.0394138649124147,False
darcy,deeponet,small,500,64,512,4,4,1.4422855973243713,0.3335639238357544,0.2801465121445371,1.820395946502685,0.8802343606948853,1.0,True,1.3798203468322754,1.0452705677485483,False
darcy,deeponet,small,500,128,32,4,4,1.1054132580757141,0.36996014416217793,0.26722396069802556,1.5500789880752563,0.8549029231071472,1.0,True,1.0466934442520142,1.0561002977005003,False
darcy,deeponet,small,500,128,64,4,4,1.1007395386695862,0.2990410327911379,0.25990682755953376,1.563096284866333,0.8631819486618042,1.0,True,1.0466934442520142,1.051635074925108,False
darcy,deeponet,small,500,128,256,4,4,1.1079354882240295,0.2629471719264984,0.25699634617879424,1.5748039484024048,0.8687509298324585,1.0,True,1.0466934442520142,1.0585100100782423,False
darcy,deeponet,small,500,128,512,4,4,1.108611822128296,0.261707067489624,0.25513203531498496,1.5696287155151367,0.868685245513916,1.0,True,1.0466934442520142,1.0591561724364575,False
darcy,deeponet,small,500,256,32,4,4,0.9262851774692535,0.05842021107673634,0.09072084343789798,1.0789729356765747,0.8817957043647766,1.0,True,0.9124654531478882,1.0151454767670263,False
darcy,deeponet,small,500,256,64,4,4,0.9355112910270692,0.0561487078666687,0.07613993011944681,1.0561463832855225,0.8867274522781372,1.0,True,0.9124654531478882,1.0252566689507814,False
darcy,deeponet,small,500,256,128,4,4,0.9390662014484406,0.07878462970256817,0.07958201088834381,1.0690313577651978,0.8996721506118774,1.0,True,0.9124654531478882,1.02915260869196,False
darcy,deeponet,small,500,256,512,4,4,0.9392977654933929,0.08204403519630421,0.08444430839460733,1.0795414447784424,0.8999219536781311,1.0,True,0.9124654531478882,1.0294063871162866,False
darcy,deeponet,small,1000,32,64,4,4,0.8462225198745728,0.07557299733161926,0.06268328556748962,0.9057324528694152,0.7918152213096619,1.0,True,0.8125699162483215,1.0414150252837653,False
darcy,deeponet,small,1000,32,128,4,4,0.8580300509929657,0.05761644244194031,0.05094529562840178,0.8829583525657654,0.7924486398696899,1.0,True,0.8125699162483215,1.055946120863711,False
darcy,deeponet,small,1000,32,256,4,4,0.8609748482704163,0.04431608319282532,0.046600090185613056,0.8833242654800415,0.7960591316223145,1.0,True,0.8125699162483215,1.059570174891021,False
darcy,deeponet,small,1000,32,512,4,4,0.8614955544471741,0.03963606059551239,0.0446375229016728,0.8835166692733765,0.7985250353813171,1.0,True,0.8125699162483215,1.0602109888891098,False
darcy,deeponet,small,1000,64,32,4,4,0.9005981385707855,0.17609038949012745,0.14723282739513693,1.082216501235962,0.7840796113014221,1.0,True,0.8998384475708008,1.0008442526567247,False
darcy,deeponet,small,1000,64,128,4,4,0.9457400441169739,0.2476971298456192,0.18668904244404036,1.1914459466934204,0.8016714453697205,1.0,True,0.8998384475708008,1.0510109305399085,False
darcy,deeponet,small,1000,64,256,4,4,0.9404294788837433,0.2571110874414444,0.18394759816365372,1.1803064346313477,0.8118798732757568,1.0,True,0.8998384475708008,1.0451092431341669,False
darcy,deeponet,small,1000,64,512,4,4,0.9361241459846497,0.25572049617767334,0.18087245161051216,1.171958088874817,0.8160231113433838,1.0,True,0.8998384475708008,1.0403246810711473,False
darcy,deeponet,small,1000,128,32,4,4,0.8561700284481049,0.04322817921638489,0.05214198262923869,0.9218424558639526,0.8153932690620422,1.0,True,0.8280460238456726,1.0339643012496054,False
darcy,deeponet,small,1000,128,64,4,4,0.8532472550868988,0.09717808663845062,0.09321962115631374,0.9880998134613036,0.8134883642196655,1.0,True,0.8280460238456726,1.0304345779286335,False
darcy,deeponet,small,1000,128,256,4,4,0.8425503969192505,0.08446308970451355,0.10399815408993374,1.009186029434204,0.8138920068740845,1.0,True,0.8280460238456726,1.0175163851475497,False
darcy,deeponet,small,1000,128,512,4,4,0.8395239114761353,0.08585815131664276,0.10406449883724436,1.006369709968567,0.8131508231163025,1.0,True,0.8280460238456726,1.013861412650901,False
darcy,deeponet,small,1000,256,32,4,4,0.8776865303516388,0.04745490849018097,0.05145656351348145,0.9193518161773682,0.8142232894897461,1.0,True,0.8246262669563293,1.0643446195221906,False
darcy,deeponet,small,1000,256,64,4,4,0.865742564201355,0.09371605515480053,0.07948928122168529,0.9610707759857178,0.810448169708252,1.0,True,0.8246262669563293,1.049860523357793,False
darcy,deeponet,small,1000,256,128,4,4,0.8528239727020264,0.07135994732379913,0.059319499450290164,0.9167105555534364,0.8076585531234741,1.0,True,0.8246262669563293,1.0341945277219629,False
darcy,deeponet,small,1000,256,512,4,4,0.8435007035732269,0.04881046712398529,0.040508479020297604,0.8816296458244324,0.8084298968315125,1.0,True,0.8246262669563293,1.0228884736919217,False
darcy,deeponet,small,5000,32,64,4,4,0.856578528881073,0.23452988266944896,0.17727434220547714,1.057931900024414,0.7443568706512451,1.0,True,0.8583886027336121,0.9978913118757929,False
darcy,deeponet,small,5000,32,128,4,4,0.9198928773403168,0.2749127596616745,0.18097925385836422,1.0542540550231934,0.750713586807251,1.0,True,0.8583886027336121,1.0716508518529242,False
darcy,deeponet,small,5000,32,256,4,4,0.9283309280872345,0.26921679079532623,0.18224251423021856,1.078601598739624,0.7523651123046875,1.0,True,0.8583886027336121,1.0814809576116051,False
darcy,deeponet,small,5000,32,512,4,4,0.928989440202713,0.2665587067604065,0.18261186296734414,1.085979461669922,0.7528079152107239,1.0,True,0.8583886027336121,1.0822481067948322,False
darcy,deeponet,small,5000,64,32,4,4,0.7916818559169769,0.04173716902732849,0.05194815167583656,0.8539395928382874,0.7569763660430908,1.0,True,0.8372674584388733,0.9455543123497323,False
darcy,deeponet,small,5000,64,128,4,4,0.8380570113658905,0.056457698345184326,0.07029260714882986,0.8976566791534424,0.7578974366188049,1.0,True,0.8372674584388733,1.0009430116016802,False
darcy,deeponet,small,5000,64,256,4,4,0.8424904644489288,0.06252582371234894,0.08631379841150374,0.9159855246543884,0.7421526312828064,1.0,True,0.8372674584388733,1.006238157183123,False
