task,model_name,capacity_name,dataset_size,resolution_train,resolution_eval,n_runs,n_success,median_test_rel_l2,iqr_test_rel_l2,seed_cv_test_rel_l2,worst_test_rel_l2,best_test_rel_l2,parent_convergence_rate,parent_converged,parent_median_test_rel_l2,degradation_vs_diagonal,is_r48_train
burgers_operator,fno,medium,1000,256,512,4,4,0.050173889845609596,0.003492569550871877,0.07417168018504786,0.0558450706303119,0.0469396077096462,1.0,True,0.05415529198944565,0.9264817527969013,False
burgers_operator,fno,medium,5000,32,64,4,4,0.504522293806076,0.005381152033805847,0.006777986449015031,0.5082623958587646,0.5014986991882324,1.0,True,0.08099098876118654,6.229363309710069,False
burgers_operator,fno,medium,5000,32,128,4,4,0.47269569337368006,0.0050624459981918335,0.014207135823396685,0.4828111827373504,0.4666339755058288,1.0,True,0.08099098876118654,5.83639859944778,False
burgers_operator,fno,medium,5000,32,256,4,4,0.4664961993694305,0.00438912957906723,0.01529458961996794,0.4769949913024902,0.459678441286087,1.0,True,0.08099098876118654,5.759853120758421,False
burgers_operator,fno,medium,5000,32,512,4,4,0.4654374420642853,0.00442198663949972,0.015198573917871622,0.4757322072982788,0.4585408270359039,1.0,True,0.08099098876118654,5.746780588599725,False
burgers_operator,fno,medium,5000,64,32,4,4,0.47271230816841125,0.0023114383220672607,0.008718256022983019,0.4802675247192383,0.4710328578948974,1.0,True,0.0873822085559368,5.4097088638565305,False
burgers_operator,fno,medium,5000,64,128,4,4,0.2798676937818527,0.003128118813037928,0.010075498133097197,0.2828377485275268,0.2762385606765747,1.0,True,0.0873822085559368,3.202799498970072,False
burgers_operator,fno,medium,5000,64,256,4,4,0.2693738490343094,0.0024871453642845154,0.010055034114045581,0.2718057930469513,0.265379935503006,1.0,True,0.0873822085559368,3.0827081792270397,False
burgers_operator,fno,medium,5000,64,512,4,4,0.26762619614601135,0.002577207982540075,0.010423026978861813,0.2701579332351684,0.2635376751422882,1.0,True,0.0873822085559368,3.0627080794678387,False
burgers_operator,fno,medium,5000,128,32,4,4,0.43550004065036774,0.005850642919540405,0.008100939797904723,0.4389223158359527,0.4323503375053406,1.0,True,0.09835063293576235,4.428034956671954,False
burgers_operator,fno,medium,5000,128,64,4,4,0.27002942562103266,0.002933017909526825,0.0066454944701119754,0.2716760635375976,0.2682686746120453,1.0,True,0.09835063293576235,2.745578930817885,False
burgers_operator,fno,medium,5000,128,256,4,4,0.07473631575703615,0.0016186721622944295,0.01879622312957348,0.0770330876111984,0.0739410445094108,1.0,True,0.09835063293576235,0.7598966425142392,False
burgers_operator,fno,medium,5000,128,512,4,4,0.0691938884556293,0.0014911275357007425,0.019251855379188113,0.0714165866374969,0.0684845149517059,1.0,True,0.09835063293576235,0.7035428892544416,False
burgers_operator,fno,medium,5000,256,32,4,4,0.4357945919036865,0.007745847105979975,0.010784675822016572,0.4396913349628448,0.4309089481830597,1.0,True,0.046995788812637246,9.273056222997168,False
burgers_operator,fno,medium,5000,256,64,4,4,0.27008406817913055,0.0037636905908584595,0.008346350386099861,0.2721212804317474,0.2679635286331177,1.0,True,0.046995788812637246,5.7469844639889205,False
burgers_operator,fno,medium,5000,256,128,4,4,0.11308487504720685,0.000924538820982021,0.00708105189403826,0.1142826452851295,0.1124674901366233,1.0,True,0.046995788812637246,2.406276772969031,False
burgers_operator,fno,medium,5000,256,512,4,4,0.039498714730143505,0.002393348142504678,0.10276832151574704,0.0472063012421131,0.0378006026148796,1.0,True,0.046995788812637246,0.8404734919466281,False
burgers_operator,fno,small,50,32,64,4,4,0.4421625882387161,0.015472710132598932,0.04236709354424113,0.457272469997406,0.4132087528705597,1.0,True,0.5040061771869659,0.8772959702727843,False
burgers_operator,fno,small,50,32,128,4,4,0.389747753739357,0.01582780480384821,0.05810388761713034,0.4073579609394073,0.3541324734687805,1.0,True,0.5040061771869659,0.7732995573877189,False
burgers_operator,fno,small,50,32,256,4,4,0.3794689327478409,0.016659423708915766,0.061558840251337184,0.3983476758003235,0.3432594835758209,1.0,True,0.5040061771869659,0.7529053212517933,False
burgers_operator,fno,small,50,32,512,4,4,0.37804013490676874,0.0164504274725914,0.06143680137812386,0.3971475958824157,0.3422544300556183,1.0,True,0.5040061771869659,0.7500704396456853,False
burgers_operator,fno,small,50,64,32,4,4,0.46305878460407257,0.01525337249040598,0.030262512555067726,0.4863181412220001,0.4549213349819183,1.0,True,0.3566760122776031,1.2982616398763345,False
burgers_operator,fno,small,50,64,128,4,4,0.28309251368045807,0.016702950000762884,0.06520701075546427,0.3175139129161834,0.2764433622360229,1.0,True,0.3566760122776031,0.7936965311256352,False
burgers_operator,fno,small,50,64,256,4,4,0.26872479915618896,0.017228528857231085,0.07162407137611262,0.3045992255210876,0.2614858150482178,1.0,True,0.3566760122776031,0.7534142748771084,False
burgers_operator,fno,small,50,64,512,4,4,0.26714178919792175,0.017423458397388458,0.07243760299965912,0.3031562566757202,0.2597807943820953,1.0,True,0.3566760122776031,0.7489760454930837,False
burgers_operator,fno,small,50,128,32,4,4,0.46619454026222223,0.018481411039829254,0.026096412937405146,0.4795876741409302,0.4546608030796051,1.0,True,0.2805303633213043,1.6618327326239128,False
burgers_operator,fno,small,50,128,64,4,4,0.3559600710868835,0.03083276003599167,0.05949527353034847,0.3737616539001465,0.3298969566822052,1.0,True,0.2805303633213043,1.2688825083764144,False
burgers_operator,fno,small,50,128,256,4,4,0.26769639551639557,0.03783896565437314,0.10539111289171386,0.2914355397224426,0.2309510409832,1.0,True,0.2805303633213043,0.954251056274399,False
burgers_operator,fno,small,50,128,512,4,4,0.26614947617053986,0.0382438562810421,0.10699708538692367,0.29019895195961,0.2291638404130935,1.0,True,0.2805303633213043,0.948736789199915,False
burgers_operator,fno,small,50,256,32,4,4,0.4673948585987091,0.01970745623111725,0.03035951020897881,0.4837622344493866,0.452887088060379,1.0,True,0.260953813791275,1.7911018498183622,False
burgers_operator,fno,small,50,256,64,4,4,0.3510775715112686,0.022045150399208124,0.05257198387951568,0.3825655281543731,0.3427804708480835,1.0,True,0.260953813791275,1.345362868664872,False
burgers_operator,fno,small,50,256,128,4,4,0.2746759206056595,0.024115517735481207,0.07795716183785598,0.3128642737865448,0.2660723328590393,1.0,True,0.260953813791275,1.0525844271636517,False
burgers_operator,fno,small,50,256,512,4,4,0.2578061893582344,0.025711376219987897,0.08788516428666113,0.2982903122901916,0.2486386895179748,1.0,True,0.260953813791275,0.987938001796907,False
burgers_operator,fno,small,100,32,64,4,4,0.461193785071373,0.02732203155755991,0.044022694163627175,0.4880573451519012,0.4434275329113006,1.0,True,0.355440616607666,1.2975269665943578,False
burgers_operator,fno,small,100,32,128,4,4,0.41538281738758087,0.039455592632293646,0.06400195009220692,0.4469920992851257,0.3914127647876739,1.0,True,0.355440616607666,1.16864195586876,False
burgers_operator,fno,small,100,32,256,4,4,0.4063238948583603,0.04058831930160517,0.0672872723177548,0.4386209547519684,0.3814418315887451,1.0,True,0.355440616607666,1.1431554973551574,False
burgers_operator,fno,small,100,32,512,4,4,0.40498989820480347,0.04069334268569941,0.0677181549976722,0.4375128149986267,0.3801372051239013,1.0,True,0.355440616607666,1.1394024185250324,False
burgers_operator,fno,small,100,64,32,4,4,0.4364682585000992,0.007292591035366003,0.01440316539527295,0.4462750256061554,0.4322068393230438,1.0,True,0.30479699373245234,1.4319965992946326,False
burgers_operator,fno,small,100,64,128,4,4,0.2180911377072334,0.010136455297470037,0.05893708789036354,0.225449800491333,0.1964318007230758,1.0,True,0.30479699373245234,0.7155291626618586,False
burgers_operator,fno,small,100,64,256,4,4,0.20031422376632685,0.012544803321361542,0.07233020752086695,0.2079324871301651,0.1758553236722946,1.0,True,0.30479699373245234,0.6572053789420266,False
burgers_operator,fno,small,100,64,512,4,4,0.19808141142129893,0.012639239430427524,0.07377362564922713,0.2057524621486663,0.1734165102243423,1.0,True,0.30479699373245234,0.6498798068696594,False
burgers_operator,fno,small,100,128,32,4,4,0.44253017008304596,0.007727026939392034,0.013700653768789288,0.4508745968341827,0.437357485294342,1.0,True,0.17684640735387797,2.5023418722752013,False
burgers_operator,fno,small,100,128,64,4,4,0.29305385053157806,0.003999814391136169,0.021821390893908076,0.3050110340118408,0.2907969653606415,1.0,True,0.17684640735387797,1.6571094370334793,False
burgers_operator,fno,small,100,128,256,4,4,0.15874913334846497,0.009534768760204315,0.08739976162159042,0.1863173693418502,0.1556575447320938,1.0,True,0.17684640735387797,0.8976667138665729,False
burgers_operator,fno,small,100,128,512,4,4,0.1561120823025703,0.009750831872224835,0.09018282859700681,0.1840779930353164,0.1528961211442947,1.0,True,0.17684640735387797,0.8827551808286537,False
burgers_operator,fno,small,100,256,32,4,4,0.44479031860828394,0.008672013878822327,0.013082292649513636,0.449103981256485,0.4373061656951904,1.0,True,0.18053110688924784,2.463787688850508,False
burgers_operator,fno,small,100,256,64,4,4,0.3010544627904892,0.004601731896400507,0.015601033280989182,0.3094917237758636,0.2992892265319824,1.0,True,0.18053110688924784,1.6676043701165584,False
burgers_operator,fno,small,100,256,128,4,4,0.20043341070413584,0.008846558630466517,0.0399024826007538,0.2144974172115326,0.197199061512947,1.0,True,0.18053110688924784,1.1102430719992076,False
burgers_operator,fno,small,100,256,512,4,4,0.17822037637233729,0.009423375129699735,0.047981904931013224,0.1932564228773117,0.1746249347925186,1.0,True,0.18053110688924784,0.9872003747347091,False
burgers_operator,fno,small,500,32,64,4,4,0.5012127161026001,0.003996826708316803,0.007413081171264476,0.5066846013069153,0.4980655014514923,1.0,True,0.14652386307716364,3.42069001988193,False
burgers_operator,fno,small,500,32,128,4,4,0.47138671576976776,0.004865258932113592,0.011283385225313526,0.4790459275245666,0.4663266241550445,1.0,True,0.14652386307716364,3.217132730943096,False
burgers_operator,fno,small,500,32,256,4,4,0.4650588929653168,0.004794664680957794,0.01256946623824759,0.4735358357429504,0.4594397842884063,1.0,True,0.14652386307716364,3.1739464357447598,False
burgers_operator,fno,small,500,32,512,4,4,0.4639983177185058,0.004848740994930267,0.01276366726094569,0.4725486934185028,0.4582574367523193,1.0,True,0.14652386307716364,3.166708193286926,False
burgers_operator,fno,small,500,64,32,4,4,0.4767001569271087,0.016691237688064575,0.020477305136119502,0.4855576455593109,0.4682268798351288,1.0,True,0.1617476046085357,2.9471852648502987,False
burgers_operator,fno,small,500,64,128,4,4,0.27477097511291504,0.002857953310012873,0.00674238812940868,0.2766910791397095,0.272945761680603,1.0,True,0.1617476046085357,1.6987637979426058,False
burgers_operator,fno,small,500,64,256,4,4,0.2633865177631378,0.0032186135649681646,0.008205883666197686,0.2654101550579071,0.2609286904335022,1.0,True,0.1617476046085357,1.6283797117156098,False
burgers_operator,fno,small,500,64,512,4,4,0.2616366595029831,0.003279805183410589,0.00831548524076886,0.2636078894138336,0.2591458559036255,1.0,True,0.1617476046085357,1.6175612624137499,False
burgers_operator,fno,small,500,128,32,4,4,0.4365006983280182,0.00817026942968374,0.011404734847271829,0.4406269490718841,0.4312769770622253,1.0,True,0.10990042239427565,3.9717836275646023,False
burgers_operator,fno,small,500,128,64,4,4,0.27114996314048767,0.003712020814418737,0.009860276560426765,0.2743161618709564,0.2685103416442871,1.0,True,0.10990042239427565,2.4672331300758583,False
burgers_operator,fno,small,500,128,256,4,4,0.08406361192464826,0.0023594684898852886,0.03767236374238971,0.0889750570058822,0.0813467800617218,1.0,True,0.10990042239427565,0.7649070867358818,False
burgers_operator,fno,small,500,128,512,4,4,0.0790924206376075,0.0024953968822956085,0.04471732372291804,0.084585465490818,0.0760410949587822,1.0,True,0.10990042239427565,0.7196734909157835,False
burgers_operator,fno,small,500,256,32,4,4,0.43683417141437525,0.00933324545621872,0.012503784089972922,0.4415788352489471,0.4318782389163971,1.0,True,0.0677572079002857,6.447050947808217,False
burgers_operator,fno,small,500,256,64,4,4,0.27234117686748505,0.0056312233209609985,0.012527493612156448,0.2756929695606231,0.2692948579788208,1.0,True,0.0677572079002857,4.019368349242985,False
burgers_operator,fno,small,500,256,128,4,4,0.1212823688983917,0.0021501984447241385,0.015583974994275746,0.1242362856864929,0.1199794635176658,1.0,True,0.0677572079002857,1.7899552336465199,False
burgers_operator,fno,small,500,256,512,4,4,0.06626404449343676,0.005528864450752749,0.05979094135300832,0.0704110413789749,0.061833206564188,1.0,True,0.0677572079002857,0.9779630322275626,False
burgers_operator,fno,small,1000,32,64,4,4,0.5037742853164673,0.003959789872169495,0.006217315238633696,0.5074658393859863,0.5003706812858582,1.0,True,0.10999194532632825,4.580101604911621,False
burgers_operator,fno,small,1000,32,128,4,4,0.47563907504081726,0.005294784903526306,0.01098200532822406,0.4800938963890075,0.4678965806961059,1.0,True,0.10999194532632825,4.324308235750112,False
burgers_operator,fno,small,1000,32,256,4,4,0.46947529911994934,0.0053711012005806524,0.012462488258112995,0.474885880947113,0.4609729945659637,1.0,True,0.10999194532632825,4.26826980582162,False
burgers_operator,fno,small,1000,32,512,4,4,0.46841649711132044,0.005457937717437744,0.012522403466377422,0.4738548099994659,0.4599206447601318,1.0,True,0.10999194532632825,4.258643628145722,False
burgers_operator,fno,small,1000,64,32,4,4,0.47408854961395264,0.0018401816487312872,0.004547710540642438,0.4758103489875793,0.4707198441028595,1.0,True,0.13300541415810585,3.564430460329948,False
burgers_operator,fno,small,1000,64,128,4,4,0.2705083638429642,0.0016719773411751349,0.006242607813485286,0.2721095979213714,0.2681140005588531,1.0,True,0.13300541415810585,2.0338146800656265,False
burgers_operator,fno,small,1000,64,256,4,4,0.25925277173519135,0.003316164016723633,0.010854056140488956,0.2613553702831268,0.2550520300865173,1.0,True,0.13300541415810585,1.949189612890593,False
burgers_operator,fno,small,1000,64,512,4,4,0.25739650428295135,0.0033230483531951904,0.010999339890357193,0.2595393359661102,0.2531823515892029,1.0,True,0.13300541415810585,1.9352332828871135,False
burgers_operator,fno,small,1000,128,32,4,4,0.43561591207981104,0.006889432668685913,0.009614472534929747,0.439375102519989,0.4314934313297272,1.0,True,0.10389601066708559,4.192806916096681,False
burgers_operator,fno,small,1000,128,64,4,4,0.2702196389436722,0.0031412467360497076,0.0077662247719509,0.2723372280597687,0.2679884731769562,1.0,True,0.10389601066708559,2.600866358666437,False
burgers_operator,fno,small,1000,128,256,4,4,0.07736444473266599,0.000758836045861272,0.01787484158469327,0.0775940492749214,0.0747057795524597,1.0,True,0.10389601066708559,0.7446334487333223,False
burgers_operator,fno,small,1000,128,512,4,4,0.0719099678099155,0.0009420961141585749,0.01851271628102105,0.0721407979726791,0.0693687871098518,1.0,True,0.10389601066708559,0.6921340612426102,False
burgers_operator,fno,small,1000,256,32,4,4,0.4365188628435135,0.00829018652439123,0.011063740336567748,0.4408252537250519,0.4323135614395141,1.0,True,0.0527464356273412,8.275798310383712,False
burgers_operator,fno,small,1000,256,64,4,4,0.27074360847473145,0.005000747740268763,0.011312654121138256,0.2738639116287231,0.2680417597293854,1.0,True,0.0527464356273412,5.132927092696119,False
burgers_operator,fno,small,1000,256,128,4,4,0.11458291858434674,0.002153608947992325,0.017050841408547287,0.1179559603333473,0.1137337759137153,1.0,True,0.0527464356273412,2.172334816970125,False
burgers_operator,fno,small,1000,256,512,4,4,0.0453522577881813,0.0038849469274282455,0.1251859555654962,0.0562477670609951,0.0430271960794925,1.0,True,0.0527464356273412,0.8598165401848098,False
burgers_operator,fno,small,5000,32,64,4,4,0.5091467797756195,0.006336882710456848,0.010134743136692775,0.5165847539901733,0.5050232410430908,1.0,True,0.08099808543920514,6.28591129055477,False
burgers_operator,fno,small,5000,32,128,4,4,0.48155999183654785,0.013662658631801605,0.017416736272561063,0.4894044995307922,0.4734086096286773,1.0,True,0.08099808543920514,5.945325611405878,False
burgers_operator,fno,small,5000,32,256,4,4,0.47552618384361267,0.015110194683075007,0.019106686522652485,0.4836155474185943,0.4667783677577972,1.0,True,0.08099808543920514,5.87083239394009,False
burgers_operator,fno,small,5000,32,512,4,4,0.47446767985820765,0.015125378966331482,0.01908046456680724,0.4823959469795227,0.4657404124736786,1.0,True,0.08099808543920514,5.857764134614387,False
burgers_operator,fno,small,5000,64,32,4,4,0.4719341993331909,0.004248633980750982,0.006956630416259299,0.474095731973648,0.4670405685901642,1.0,True,0.1034842543303966,4.560444508074007,False
burgers_operator,fno,small,5000,64,128,4,4,0.274231806397438,0.004098616540431976,0.010001711995724211,0.2766352295875549,0.2709890007972717,1.0,True,0.1034842543303966,2.649985818343839,False
burgers_operator,fno,small,5000,64,256,4,4,0.2633041739463806,0.003967031836509705,0.010252359240094483,0.2661590874195099,0.260486751794815,1.0,True,0.1034842543303966,2.544388763779688,False
burgers_operator,fno,small,5000,64,512,4,4,0.261535182595253,0.004000514745712336,0.010376967553544812,0.2644393146038055,0.2587488293647766,1.0,True,0.1034842543303966,2.527294459312076,False
burgers_operator,fno,small,5000,128,32,4,4,0.435584157705307,0.007858701050281525,0.01085456978768947,0.4402585923671722,0.4314836263656616,1.0,True,0.1015042923390865,4.2912880595254945,False
burgers_operator,fno,small,5000,128,64,4,4,0.2685462385416031,0.0038972422480582636,0.009662396732166014,0.2714017629623413,0.2660408616065979,1.0,True,0.1015042923390865,2.645663866553487,False
burgers_operator,fno,small,5000,128,256,4,4,0.07194139063358304,0.0018406100571155687,0.019986321116033264,0.0729833245277404,0.0698564499616622,1.0,True,0.1015042923390865,0.7087522012690334,False
burgers_operator,fno,small,5000,128,512,4,4,0.06606086343526835,0.001811498776078252,0.023007836764786942,0.0670312717556953,0.0637070685625076,1.0,True,0.1015042923390865,0.6508184226789603,False
burgers_operator,fno,small,5000,256,32,4,4,0.435633048415184,0.007528334856033381,0.010121753971766645,0.4395166337490082,0.4316716194152832,1.0,True,0.04853029735386365,8.97651718963766,False
burgers_operator,fno,small,5000,256,64,4,4,0.2697419822216034,0.003713786602020319,0.00809069403771867,0.2718186676502228,0.2679160535335541,1.0,True,0.04853029735386365,5.55821820449094,False
burgers_operator,fno,small,5000,256,128,4,4,0.11333777010440825,0.0017815958708524843,0.011682023522138266,0.1151656731963157,0.1122966706752777,1.0,True,0.04853029735386365,2.3354023421285524,False
burgers_operator,fno,small,5000,256,512,4,4,0.046355640515685054,0.009449755772948279,0.14677538585623162,0.0557540617883205,0.0407837107777595,1.0,True,0.04853029735386365,0.9551897071159103,False
burgers_operator,fno,small-med,50,32,64,4,4,0.4230097234249115,0.024573035538196564,0.07839161167219291,0.4815109968185425,0.4033867418766022,1.0,True,0.5117025077342987,0.8266711947492724,False
burgers_operator,fno,small-med,50,32,128,4,4,0.36387576162815094,0.029483571648597717,0.10994506235091299,0.436563640832901,0.3420590758323669,1.0,True,0.5117025077342987,0.7111080288414245,False
burgers_operator,fno,small-med,50,32,256,4,4,0.3530418276786804,0.030586294829845373,0.11669909061197092,0.4274273216724396,0.329613447189331,1.0,True,0.5117025077342987,0.6899356996350646,False
burgers_operator,fno,small-med,50,32,512,4,4,0.35185976326465607,0.0306543186306954,0.11726863327225526,0.4262522161006927,0.3282199800014496,1.0,True,0.5117025077342987,0.6876256378390843,False
burgers_operator,fno,small-med,50,64,32,4,4,0.4790317565202713,0.020084984600543976,0.031696189000396696,0.502842366695404,0.4708366394042969,1.0,True,0.3805934935808182,1.2586441034850482,False
burgers_operator,fno,small-med,50,64,128,4,4,0.30517998337745667,0.018757402896881048,0.0632132824605266,0.3387109041213989,0.29456228017807,1.0,True,0.3805934935808182,0.8018528653923307,False
burgers_operator,fno,small-med,50,64,256,4,4,0.2918650805950165,0.019670791923999786,0.06869197377105922,0.3267488479614258,0.2808444201946258,1.0,True,0.3805934935808182,0.7668682873398611,False
burgers_operator,fno,small-med,50,64,512,4,4,0.2904119938611984,0.019888833165168707,0.06961164153636192,0.3255817592144012,0.2792946696281433,1.0,True,0.3805934935808182,0.7630503378522158,False
burgers_operator,fno,small-med,50,128,32,4,4,0.4837402105331421,0.022183373570442144,0.028480043367964912,0.4972503185272217,0.4705827832221985,1.0,True,0.3044510781764984,1.5888930774378962,False
burgers_operator,fno,small-med,50,128,64,4,4,0.37075440585613245,0.0246586874127388,0.039187191372113406,0.3838807344436645,0.3577549457550049,1.0,True,0.3044510781764984,1.2177799076185114,False
burgers_operator,fno,small-med,50,128,256,4,4,0.28477147221565247,0.02761825174093252,0.0582202652182827,0.301419049501419,0.2706316113471985,1.0,True,0.3044510781764984,0.9353603669965092,False
burgers_operator,fno,small-med,50,128,512,4,4,0.28318624198436737,0.02764891088008875,0.05859457499924197,0.2997962534427643,0.2689958810806274,1.0,True,0.3044510781764984,0.9301535198380764,False
burgers_operator,fno,small-med,50,256,32,4,4,0.48429352045059204,0.016423612833023127,0.03841680569997258,0.4954840838909149,0.4533233344554901,1.0,True,0.2960972636938095,1.6355893141633147,False
burgers_operator,fno,small-med,50,256,64,4,4,0.37970684468746185,0.027671575546264593,0.07822276831551335,0.388332188129425,0.3270832002162933,1.0,True,0.2960972636938095,1.2823720150285212,False
burgers_operator,fno,small-med,50,256,128,4,4,0.3088471591472626,0.03333959728479391,0.12425337332458516,0.3198160529136657,0.2415530979633331,1.0,True,0.2960972636938095,1.0430598219463372,False
burgers_operator,fno,small-med,50,256,512,4,4,0.2937558442354202,0.03472402319312101,0.13673446977146,0.3048544824123382,0.2235279828310012,1.0,True,0.2960972636938095,0.9920923975143164,False
burgers_operator,fno,small-med,100,32,64,4,4,0.4510483294725418,0.0245966836810112,0.07999650864227152,0.4740378856658935,0.3915506601333618,1.0,True,0.4382022023200989,1.0293155239394691,False
burgers_operator,fno,small-med,100,32,128,4,4,0.40367791056632996,0.03472677618265152,0.1188599458724236,0.4308136999607086,0.3239098191261291,1.0,True,0.4382022023200989,0.9212137876738704,False
burgers_operator,fno,small-med,100,32,256,4,4,0.3942415416240692,0.036050319671630804,0.1259868747284452,0.4211726784706116,0.311307430267334,1.0,True,0.4382022023200989,0.8996795076262141,False
burgers_operator,fno,small-med,100,32,512,4,4,0.392892450094223,0.03625348955392832,0.12616494304401082,0.4195267856121063,0.3100436925888061,1.0,True,0.4382022023200989,0.8966008112556726,False
burgers_operator,fno,small-med,100,64,32,4,4,0.44758370518684387,0.005705893039703369,0.013229506609374702,0.4518878161907196,0.4382114708423614,1.0,True,0.3227281719446182,1.3868752222339347,False
burgers_operator,fno,small-med,100,64,128,4,4,0.23941018432378763,0.013631414622068488,0.03778006083760178,0.2492226511240005,0.2305536121129989,1.0,True,0.3227281719446182,0.7418323069882837,False
burgers_operator,fno,small-med,100,64,256,4,4,0.22237449139356608,0.013868033885955838,0.043757049737969754,0.2335988581180572,0.2127208262681961,1.0,True,0.3227281719446182,0.6890457999177297,False
burgers_operator,fno,small-med,100,64,512,4,4,0.22036360949277875,0.013987820595502798,0.04428539470410312,0.2314167767763137,0.2105481177568435,1.0,True,0.3227281719446182,0.6828149156144765,False
burgers_operator,fno,small-med,100,128,32,4,4,0.4424540549516678,0.007544979453086853,0.010405007311295785,0.4468767642974853,0.4381592571735382,1.0,True,0.1936704963445663,2.284571286296915,False
burgers_operator,fno,small-med,100,128,64,4,4,0.2991270124912262,0.0022896379232406616,0.012587299822540836,0.2994623780250549,0.2917699217796325,1.0,True,0.1936704963445663,1.544515133368783,False
burgers_operator,fno,small-med,100,128,256,4,4,0.1743339672684669,0.007595662027597455,0.0417623889451872,0.177806556224823,0.1620711386203766,1.0,True,0.1936704963445663,0.9001575901282503,False
burgers_operator,fno,small-med,100,128,512,4,4,0.17190092802047724,0.007682796567678507,0.04278985066962207,0.175266683101654,0.1594511717557907,1.0,True,0.1936704963445663,0.8875948131750641,False
burgers_operator,fno,small-med,100,256,32,4,4,0.44286777079105377,0.009817652404308375,0.01399186897368575,0.4476265907287597,0.4356253743171692,1.0,True,0.17311025410890574,2.558298889171755,False
burgers_operator,fno,small-med,100,256,64,4,4,0.2993973642587662,0.009684406220912878,0.031869796864769206,0.3117960095405578,0.2890440821647644,1.0,True,0.17311025410890574,1.7295183685098845,False
burgers_operator,fno,small-med,100,256,128,4,4,0.19338195025920865,0.020256452262401636,0.10276911695991733,0.2234312295913696,0.1760905683040619,1.0,True,0.17311025410890574,1.117102803959549,False
burgers_operator,fno,small-med,100,256,512,4,4,0.1707672998309135,0.02284232527017596,0.13054448585079617,0.2019600570201873,0.148472175002098,1.0,True,0.17311025410890574,0.986465537295565,False
burgers_operator,fno,small-med,500,32,64,4,4,0.49929049611091614,0.0018363147974014282,0.0036543603589424545,0.5021130442619324,0.4978782534599304,1.0,True,0.1488961428403854,3.35328025687105,False
burgers_operator,fno,small-med,500,32,128,4,4,0.468588724732399,0.0030221939086914618,0.005184575983347996,0.4714259207248688,0.4658909440040588,1.0,True,0.1488961428403854,3.147084375682717,False
burgers_operator,fno,small-med,500,32,256,4,4,0.4622843414545059,0.003682024776935633,0.006054796091762662,0.4653145372867584,0.4590708911418915,1.0,True,0.1488961428403854,3.1047435657891307,False
burgers_operator,fno,small-med,500,32,512,4,4,0.4612132310867309,0.003590911626815796,0.006031285571517138,0.4642115831375122,0.4579610824584961,1.0,True,0.1488961428403854,3.0975498914108544,False
burgers_operator,fno,small-med,500,64,32,4,4,0.47482068836688995,0.017285063862800598,0.024059981307980222,0.4860611259937286,0.4626125693321228,1.0,True,0.1556945517659187,3.0496936661005725,False
burgers_operator,fno,small-med,500,64,128,4,4,0.27514043450355524,0.0033503398299217224,0.010538227677180182,0.2780047059059143,0.271304577589035,1.0,True,0.1556945517659187,1.7671808768056267,False
burgers_operator,fno,small-med,500,64,256,4,4,0.2637038975954056,0.00263481587171549,0.010990276595093898,0.2665630280971527,0.2596278488636017,1.0,True,0.1556945517659187,1.6937259178591884,False
burgers_operator,fno,small-med,500,64,512,4,4,0.2619161456823349,0.002768315374851227,0.011238530711036577,0.2649019956588745,0.2578660845756531,1.0,True,0.1556945517659187,1.682243487081787,False
burgers_operator,fno,small-med,500,128,32,4,4,0.43690134584903717,0.0066074952483177185,0.009821158882418439,0.4407388567924499,0.4320941567420959,1.0,True,0.1089046411216259,4.011778941184893,False
burgers_operator,fno,small-med,500,128,64,4,4,0.27337126433849335,0.0015452206134795587,0.009614815605067498,0.2739214301109314,0.2683477103710174,1.0,True,0.1089046411216259,2.510189295176037,False
burgers_operator,fno,small-med,500,128,256,4,4,0.0837364606559276,0.003118883818388027,0.05896378880016601,0.0935001671314239,0.0827789530158042,1.0,True,0.1089046411216259,0.7688970809096171,False
burgers_operator,fno,small-med,500,128,512,4,4,0.0787696056067943,0.003513468429446248,0.06645819592729141,0.0891671925783157,0.0778034180402755,1.0,True,0.1089046411216259,0.7232897036851124,False
burgers_operator,fno,small-med,500,256,32,4,4,0.4365716427564621,0.008956216275691986,0.012299494930384429,0.4414691030979156,0.431549459695816,1.0,True,0.0722435116767883,6.04305677594479,False
burgers_operator,fno,small-med,500,256,64,4,4,0.2725480645895004,0.005050159990787562,0.011405793434219281,0.2755147814750671,0.2695633769035339,1.0,True,0.0722435116767883,3.7726303478831245,False
burgers_operator,fno,small-med,500,256,128,4,4,0.1234437488019466,0.0022579208016394736,0.013442443151507947,0.1244115158915519,0.1209740936756134,1.0,True,0.0722435116767883,1.7087174465469517,False
burgers_operator,fno,small-med,500,256,512,4,4,0.07165692001581189,0.0032991264015436172,0.05582592959627979,0.0740925744175911,0.0650112032890319,1.0,True,0.0722435116767883,0.9918803551023271,False
burgers_operator,fno,small-med,1000,32,64,4,4,0.5040748119354248,0.004123181104660034,0.006648602418350872,0.5068305730819702,0.499327540397644,1.0,True,0.109577726572752,4.600157602291138,False
burgers_operator,fno,small-med,1000,32,128,4,4,0.47514055669307703,0.008131615817546844,0.013498339441474232,0.4813677966594696,0.4669477641582489,1.0,True,0.109577726572752,4.336105261114509,False
