task,model_name,capacity_name,dataset_size,r_low,r_high,ratio
darcy,mlp_baseline,large,3000,64,128,1.0263540116656042
darcy,mlp_baseline,large,3000,128,256,0.9610456059823326
darcy,mlp_baseline,large,5000,32,64,1.0444543409508464
darcy,mlp_baseline,large,5000,64,128,0.9927597904476891
darcy,mlp_baseline,large,5000,128,256,0.9942791101552877
darcy,mlp_baseline,med-large,50,32,64,0.8127510734433041
darcy,mlp_baseline,med-large,50,64,128,1.0158481111903284
darcy,mlp_baseline,med-large,50,128,256,1.0373799293522408
darcy,mlp_baseline,med-large,100,32,64,0.89574426176463
darcy,mlp_baseline,med-large,100,64,128,1.0352174780758578
darcy,mlp_baseline,med-large,100,128,256,0.9126377673554409
darcy,mlp_baseline,med-large,150,32,64,0.9269633778489166
darcy,mlp_baseline,med-large,150,64,128,0.8166298204854636
darcy,mlp_baseline,med-large,150,128,256,0.9470437280416696
darcy,mlp_baseline,med-large,200,32,64,0.725462141910677
darcy,mlp_baseline,med-large,200,64,128,0.9824198343466799
darcy,mlp_baseline,med-large,200,128,256,0.9588089073300246
darcy,mlp_baseline,med-large,300,32,64,0.8090183744795191
darcy,mlp_baseline,med-large,300,64,128,1.0237812873218484
darcy,mlp_baseline,med-large,300,128,256,0.9154571479556335
darcy,mlp_baseline,med-large,500,32,64,0.8381293050727214
darcy,mlp_baseline,med-large,500,64,128,0.9530691500593915
darcy,mlp_baseline,med-large,500,128,256,0.8302925365297443
darcy,mlp_baseline,med-large,750,32,64,0.9739149057907218
darcy,mlp_baseline,med-large,750,64,128,0.912398956166526
darcy,mlp_baseline,med-large,750,128,256,1.0358911667855355
darcy,mlp_baseline,med-large,1000,32,64,0.9652035334376788
darcy,mlp_baseline,med-large,1000,64,128,1.0529227716535945
darcy,mlp_baseline,med-large,1000,128,256,0.9142446026470638
darcy,mlp_baseline,med-large,2000,32,64,1.0105865609900262
darcy,mlp_baseline,med-large,2000,64,128,0.9626039616568638
darcy,mlp_baseline,med-large,2000,128,256,0.9828204092711305
darcy,mlp_baseline,med-large,3000,32,64,0.9774704848701014
darcy,mlp_baseline,med-large,3000,64,128,1.0320357454883116
darcy,mlp_baseline,med-large,3000,128,256,0.9771329552448992
darcy,mlp_baseline,med-large,5000,32,64,0.9882981096962775
darcy,mlp_baseline,med-large,5000,64,128,1.0986872644440056
darcy,mlp_baseline,med-large,5000,128,256,0.8924712765862116
darcy,mlp_baseline,medium,50,32,64,0.8142736963401296
darcy,mlp_baseline,medium,50,64,128,1.0738897037878088
darcy,mlp_baseline,medium,50,128,256,1.0465192289068115
darcy,mlp_baseline,medium,100,32,64,1.0790141489973875
darcy,mlp_baseline,medium,100,64,128,0.8568070714605435
darcy,mlp_baseline,medium,100,128,256,1.0042846203560951
darcy,mlp_baseline,medium,150,32,64,1.0041093518202109
darcy,mlp_baseline,medium,150,64,128,0.9078541684765723
darcy,mlp_baseline,medium,150,128,256,0.8370603470119331
darcy,mlp_baseline,medium,200,32,64,0.9557043385747687
darcy,mlp_baseline,medium,200,64,128,0.8537169174045265
darcy,mlp_baseline,medium,200,128,256,1.004863767887474
darcy,mlp_baseline,medium,300,32,64,0.8751034888425677
darcy,mlp_baseline,medium,300,64,128,0.8110234198550335
darcy,mlp_baseline,medium,300,128,256,0.9877924451683823
darcy,mlp_baseline,medium,500,32,64,0.9805618455121353
darcy,mlp_baseline,medium,500,64,128,0.7805182817962957
darcy,mlp_baseline,medium,500,128,256,0.9250330394987876
darcy,mlp_baseline,medium,750,32,64,1.0077929115924922
darcy,mlp_baseline,medium,750,64,128,0.908806841793228
darcy,mlp_baseline,medium,750,128,256,1.0123377070739001
darcy,mlp_baseline,medium,1000,32,64,0.9421768753873121
darcy,mlp_baseline,medium,1000,64,128,1.0116357056209562
darcy,mlp_baseline,medium,1000,128,256,0.9488453259818025
darcy,mlp_baseline,medium,2000,32,64,1.034255153621272
darcy,mlp_baseline,medium,2000,64,128,0.953893287440137
darcy,mlp_baseline,medium,2000,128,256,1.0341569433789635
darcy,mlp_baseline,medium,3000,32,64,1.0068474896292132
darcy,mlp_baseline,medium,3000,64,128,0.9527425599828344
darcy,mlp_baseline,medium,3000,128,256,1.0192262264410703
darcy,mlp_baseline,medium,5000,32,64,1.085169357248036
darcy,mlp_baseline,medium,5000,64,128,0.9438961866341685
darcy,mlp_baseline,medium,5000,128,256,1.0010601437581328
darcy,mlp_baseline,small,50,32,64,1.0015302269809783
darcy,mlp_baseline,small,50,64,128,0.8047846907749299
darcy,mlp_baseline,small,50,128,256,1.1949568818870546
darcy,mlp_baseline,small,100,32,64,0.9634304173774895
darcy,mlp_baseline,small,100,64,128,1.1157919642794394
darcy,mlp_baseline,small,100,128,256,0.7140095999655311
darcy,mlp_baseline,small,150,32,64,1.0863381375171905
darcy,mlp_baseline,small,150,64,128,0.9582967587640852
darcy,mlp_baseline,small,150,128,256,0.9265569302523595
darcy,mlp_baseline,small,200,32,64,1.1189538494493085
darcy,mlp_baseline,small,200,64,128,0.9492013918217084
darcy,mlp_baseline,small,200,128,256,0.7327155182272609
darcy,mlp_baseline,small,300,32,64,1.005722443363632
darcy,mlp_baseline,small,300,64,128,1.0496811361894633
darcy,mlp_baseline,small,300,128,256,0.8556642305486043
darcy,mlp_baseline,small,500,32,64,0.993794927375878
darcy,mlp_baseline,small,500,64,128,0.8110988193977575
darcy,mlp_baseline,small,500,128,256,1.2154212459937779
darcy,mlp_baseline,small,750,32,64,0.9941181420859058
darcy,mlp_baseline,small,750,64,128,0.913087511263996
darcy,mlp_baseline,small,750,128,256,0.9727832433216727
darcy,mlp_baseline,small,1000,32,64,1.0827064215542006
darcy,mlp_baseline,small,1000,64,128,0.8588837364659252
darcy,mlp_baseline,small,1000,128,256,1.0640372145088834
darcy,mlp_baseline,small,2000,32,64,0.9805382750382359
darcy,mlp_baseline,small,2000,64,128,1.0410832945916595
darcy,mlp_baseline,small,2000,128,256,0.9658209753088103
darcy,mlp_baseline,small,3000,32,64,0.9577161850468646
darcy,mlp_baseline,small,3000,64,128,1.0633221517160518
darcy,mlp_baseline,small,3000,128,256,0.970093457793701
darcy,mlp_baseline,small,5000,32,64,0.9927075114521344
darcy,mlp_baseline,small,5000,64,128,1.021256592111778
darcy,mlp_baseline,small,5000,128,256,0.9790839569406401
darcy,mlp_baseline,small-med,50,32,64,0.8972205274145749
darcy,mlp_baseline,small-med,50,64,128,1.083343150115749
darcy,mlp_baseline,small-med,50,128,256,0.8825230860748459
darcy,mlp_baseline,small-med,100,32,64,1.0149831236814435
darcy,mlp_baseline,small-med,100,64,128,0.8321440516943124
darcy,mlp_baseline,small-med,100,128,256,0.8035514071334022
darcy,mlp_baseline,small-med,150,32,64,0.7968592558384899
darcy,mlp_baseline,small-med,150,64,128,0.8363242095354881
darcy,mlp_baseline,small-med,150,128,256,0.8676616778914445
darcy,mlp_baseline,small-med,200,32,64,0.8571794035846038
darcy,mlp_baseline,small-med,200,64,128,0.9510066595520853
darcy,mlp_baseline,small-med,200,128,256,0.8799331629275177
darcy,mlp_baseline,small-med,300,32,64,0.7040517098221288
darcy,mlp_baseline,small-med,300,64,128,1.0791430840909189
darcy,mlp_baseline,small-med,300,128,256,0.9069471404353339
darcy,mlp_baseline,small-med,500,32,64,0.8608252824978119
darcy,mlp_baseline,small-med,500,64,128,0.9656988810365309
darcy,mlp_baseline,small-med,500,128,256,1.0293633346575135
darcy,mlp_baseline,small-med,750,32,64,0.9681461303175508
darcy,mlp_baseline,small-med,750,64,128,0.9780838630467414
darcy,mlp_baseline,small-med,750,128,256,1.0133186497958324
darcy,mlp_baseline,small-med,1000,32,64,0.9726994541272782
darcy,mlp_baseline,small-med,1000,64,128,0.9829660768213958
darcy,mlp_baseline,small-med,1000,128,256,0.9605989311192505
darcy,mlp_baseline,small-med,2000,32,64,0.9917510176591365
darcy,mlp_baseline,small-med,2000,64,128,0.9993159041987836
darcy,mlp_baseline,small-med,2000,128,256,0.9510506507078178
darcy,mlp_baseline,small-med,3000,32,64,1.0361784854837828
darcy,mlp_baseline,small-med,3000,64,128,0.9455018476065371
darcy,mlp_baseline,small-med,3000,128,256,0.9631035147009209
darcy,mlp_baseline,small-med,5000,32,64,0.9820482058662479
darcy,mlp_baseline,small-med,5000,64,128,0.9931634105306547
darcy,mlp_baseline,small-med,5000,128,256,0.9868252698135542
darcy,mlp_baseline,tiny,50,32,64,0.9537221455776026
darcy,mlp_baseline,tiny,50,64,128,1.0263576837263222
darcy,mlp_baseline,tiny,50,128,256,0.6853312265215878
darcy,mlp_baseline,tiny,100,32,64,0.9940871556140489
darcy,mlp_baseline,tiny,100,64,128,0.9998062580012655
darcy,mlp_baseline,tiny,100,128,256,0.8586714537905406
darcy,mlp_baseline,tiny,150,32,64,0.9654066541943126
darcy,mlp_baseline,tiny,150,64,128,0.9888500543768567
darcy,mlp_baseline,tiny,150,128,256,1.0507264605429318
darcy,mlp_baseline,tiny,200,32,64,0.9647132377614573
darcy,mlp_baseline,tiny,200,64,128,0.879001996597525
darcy,mlp_baseline,tiny,200,128,256,0.8296316580261077
darcy,mlp_baseline,tiny,300,32,64,0.7259425717356813
darcy,mlp_baseline,tiny,300,64,128,0.9830175225896977
darcy,mlp_baseline,tiny,300,128,256,0.8537586717475888
darcy,mlp_baseline,tiny,500,32,64,1.157386694479796
darcy,mlp_baseline,tiny,500,64,128,0.9873013817585495
darcy,mlp_baseline,tiny,500,128,256,0.80938050419408
darcy,mlp_baseline,tiny,750,32,64,0.8648686131365382
darcy,mlp_baseline,tiny,750,64,128,1.016610680762487
darcy,mlp_baseline,tiny,750,128,256,0.909789086293176
darcy,mlp_baseline,tiny,1000,32,64,1.026299048666502
darcy,mlp_baseline,tiny,1000,64,128,0.9583444539585142
darcy,mlp_baseline,tiny,1000,128,256,1.0039807405583596
darcy,mlp_baseline,tiny,2000,32,64,0.9428558275949123
darcy,mlp_baseline,tiny,2000,64,128,0.9753931621136015
darcy,mlp_baseline,tiny,2000,128,256,1.1401676558998992
darcy,mlp_baseline,tiny,3000,32,64,0.9690090079306289
darcy,mlp_baseline,tiny,3000,64,128,1.0236006183022037
darcy,mlp_baseline,tiny,3000,128,256,1.0126170449299035
darcy,mlp_baseline,tiny,5000,32,64,1.0196245185482573
darcy,mlp_baseline,tiny,5000,64,128,0.9795909563756146
darcy,mlp_baseline,tiny,5000,128,256,1.0208027471805372
darcy,mlp_baseline,xlarge,50,32,64,1.222487715055034
darcy,mlp_baseline,xlarge,50,64,128,0.993827913011787
darcy,mlp_baseline,xlarge,50,128,256,1.0096367572882656
darcy,mlp_baseline,xlarge,100,32,64,1.0394282056531015
darcy,mlp_baseline,xlarge,100,64,128,0.9500955546915774
darcy,mlp_baseline,xlarge,100,128,256,1.0614298812528378
darcy,mlp_baseline,xlarge,150,32,64,0.9397581198680333
darcy,mlp_baseline,xlarge,150,64,128,0.945735053518714
darcy,mlp_baseline,xlarge,150,128,256,0.9895970141032612
darcy,mlp_baseline,xlarge,200,32,64,0.9509089319815827
darcy,mlp_baseline,xlarge,200,64,128,0.8925298711565545
darcy,mlp_baseline,xlarge,200,128,256,1.0753276124880844
darcy,mlp_baseline,xlarge,300,32,64,0.9430021577690273
darcy,mlp_baseline,xlarge,300,64,128,0.9433768468817
darcy,mlp_baseline,xlarge,300,128,256,0.9899075118615074
darcy,mlp_baseline,xlarge,500,32,64,0.949977418641005
darcy,mlp_baseline,xlarge,500,64,128,1.1064675184589194
darcy,mlp_baseline,xlarge,500,128,256,0.8709273967852011
darcy,mlp_baseline,xlarge,750,32,64,1.0143126784193335
darcy,mlp_baseline,xlarge,750,64,128,0.9994918267011763
darcy,mlp_baseline,xlarge,750,128,256,1.0198986900633307
darcy,mlp_baseline,xlarge,1000,32,64,1.0391988742168141
darcy,mlp_baseline,xlarge,1000,64,128,0.9561789931270948
darcy,mlp_baseline,xlarge,1000,128,256,1.0852848940170987
darcy,mlp_baseline,xlarge,2000,32,64,0.9885819534407994
darcy,mlp_baseline,xlarge,2000,64,128,0.9471940410908762
darcy,mlp_baseline,xlarge,2000,128,256,1.0391254911671124
darcy,mlp_baseline,xlarge,3000,32,64,1.0315781440189056
darcy,mlp_baseline,xlarge,3000,64,128,0.9664654239300943
darcy,mlp_baseline,xlarge,3000,128,256,1.0006727766812615
darcy,mlp_baseline,xlarge,5000,32,64,0.8532942485534017
darcy,mlp_baseline,xlarge,5000,64,128,1.0588090365939624
darcy,mlp_baseline,xlarge,5000,128,256,0.956408151142726
diffusion,deeponet,large,50,32,64,1.033481040413478
diffusion,deeponet,large,50,64,128,1.06032644016811
diffusion,deeponet,large,50,128,256,1.0232358481143995
diffusion,deeponet,large,100,32,64,1.3334771092028823
diffusion,deeponet,large,100,64,128,1.0317273242156306
diffusion,deeponet,large,100,128,256,1.029876359365595
diffusion,deeponet,large,500,32,64,0.966468192241151
diffusion,deeponet,large,500,64,128,1.1487897554399005
diffusion,deeponet,large,500,128,256,1.089637774583848
diffusion,deeponet,large,1000,32,64,1.1898112834504426
diffusion,deeponet,large,1000,64,128,0.9944882780595008
diffusion,deeponet,large,1000,128,256,0.8673002535412305
diffusion,deeponet,large,5000,32,64,1.040693697343204
diffusion,deeponet,large,5000,64,128,1.174987081168595
diffusion,deeponet,large,5000,128,256,1.0471185341357356
diffusion,deeponet,med-large,50,32,64,1.0498791191588877
diffusion,deeponet,med-large,50,64,128,1.0748316862534397
diffusion,deeponet,med-large,50,128,256,1.005185026213141
diffusion,deeponet,med-large,100,32,64,1.219726877770156
diffusion,deeponet,med-large,100,64,128,0.9830266105740031
diffusion,deeponet,med-large,100,128,256,0.9748759358795729
diffusion,deeponet,med-large,500,32,64,1.0533694586324631
diffusion,deeponet,med-large,500,64,128,0.9649347271058113
diffusion,deeponet,med-large,500,128,256,1.098575848111335
diffusion,deeponet,med-large,1000,32,64,1.1316529009147855
diffusion,deeponet,med-large,1000,64,128,1.0563700305156016
diffusion,deeponet,med-large,1000,128,256,1.0091199709027199
diffusion,deeponet,med-large,5000,32,64,1.1849784730349766
diffusion,deeponet,med-large,5000,64,128,1.110381454370176
diffusion,deeponet,med-large,5000,128,256,0.952448339690127
diffusion,deeponet,medium,50,32,64,1.1085020006425426
diffusion,deeponet,medium,50,64,128,1.0415454481551072
diffusion,deeponet,medium,50,128,256,1.028923559742981
diffusion,deeponet,medium,100,32,64,1.0822713855135462
diffusion,deeponet,medium,100,64,128,1.0555257065429535
diffusion,deeponet,medium,100,128,256,1.0089348646870673
diffusion,deeponet,medium,500,32,64,1.1251141103585574
diffusion,deeponet,medium,500,64,128,0.9688224873693241
diffusion,deeponet,medium,500,128,256,0.9967267682208842
diffusion,deeponet,medium,1000,32,64,1.1411310440240359
diffusion,deeponet,medium,1000,64,128,0.9171354339394578
diffusion,deeponet,medium,1000,128,256,0.9613853648198004
diffusion,deeponet,medium,5000,32,64,1.086738165860268
diffusion,deeponet,medium,5000,64,128,1.0126031894915068
diffusion,deeponet,medium,5000,128,256,1.0899100876996464
diffusion,deeponet,small,50,32,64,1.0692834707876842
diffusion,deeponet,small,50,64,128,1.0630398997943875
diffusion,deeponet,small,50,128,256,0.95574488013187
diffusion,deeponet,small,100,32,64,1.029564679031283
diffusion,deeponet,small,100,64,128,1.0544789308014952
diffusion,deeponet,small,100,128,256,0.9749783569052759
diffusion,deeponet,small,500,32,64,1.0286981829534698
diffusion,deeponet,small,500,64,128,0.983282722240304
diffusion,deeponet,small,500,128,256,0.9582339141467403
diffusion,deeponet,small,1000,32,64,1.084994146027815
diffusion,deeponet,small,1000,64,128,0.9864858658951128
diffusion,deeponet,small,1000,128,256,1.0421256387580164
diffusion,deeponet,small,5000,32,64,0.9349432763871413
diffusion,deeponet,small,5000,64,128,1.1643342303696471
diffusion,deeponet,small,5000,128,256,0.9587961857381898
diffusion,deeponet,small-med,50,32,64,1.0555254135237406
diffusion,deeponet,small-med,50,64,128,1.0208349205773046
diffusion,deeponet,small-med,50,128,256,1.0697168801486803
diffusion,deeponet,small-med,100,32,64,0.9365409987340712
diffusion,deeponet,small-med,100,64,128,1.0898299180352609
diffusion,deeponet,small-med,100,128,256,1.0235811357619962
diffusion,deeponet,small-med,500,32,64,0.888566914108471
diffusion,deeponet,small-med,500,64,128,1.003704668141027
diffusion,deeponet,small-med,500,128,256,1.1180622504732602
diffusion,deeponet,small-med,1000,32,64,0.9274866160654059
diffusion,deeponet,small-med,1000,64,128,1.148896732868809
diffusion,deeponet,small-med,1000,128,256,0.9507487402689823
diffusion,deeponet,small-med,5000,32,64,1.0071665299122496
diffusion,deeponet,small-med,5000,64,128,1.1556408373246327
diffusion,deeponet,small-med,5000,128,256,1.068981762641966
diffusion,deeponet,tiny,50,32,64,0.9964825657946462
diffusion,deeponet,tiny,50,64,128,1.0273036259645139
diffusion,deeponet,tiny,50,128,256,1.0236816001423596
diffusion,deeponet,tiny,100,32,64,1.1327727872636266
diffusion,deeponet,tiny,100,64,128,0.8495739708546753
diffusion,deeponet,tiny,100,128,256,1.057261482988031
diffusion,deeponet,tiny,500,32,64,0.9594717873846041
diffusion,deeponet,tiny,500,64,128,0.9946625579542088
diffusion,deeponet,tiny,500,128,256,0.9981075553073273
diffusion,deeponet,tiny,1000,32,64,1.1032226392750892
diffusion,deeponet,tiny,1000,64,128,1.0262496363463054
diffusion,deeponet,tiny,1000,128,256,0.9478431273642671
diffusion,deeponet,tiny,5000,32,64,0.9443472896569136
diffusion,deeponet,tiny,5000,64,128,1.025297193319499
diffusion,deeponet,tiny,5000,128,256,1.0653264110540326
diffusion,deeponet,xlarge,50,32,64,1.044945008710034
diffusion,deeponet,xlarge,50,64,128,1.0911735626060253
diffusion,deeponet,xlarge,50,128,256,1.088751305997732
diffusion,deeponet,xlarge,100,32,64,0.9934905789301899
diffusion,deeponet,xlarge,100,64,128,1.1280982888371889
diffusion,deeponet,xlarge,100,128,256,1.141564281718745
diffusion,deeponet,xlarge,500,32,64,1.023194771997487
diffusion,deeponet,xlarge,500,64,128,1.0490051052317158
diffusion,deeponet,xlarge,500,128,256,1.1587514567664579
diffusion,deeponet,xlarge,1000,32,64,1.065000634906704
diffusion,deeponet,xlarge,1000,64,128,1.048033557992531
diffusion,deeponet,xlarge,1000,128,256,1.0216944920733408
diffusion,deeponet,xlarge,5000,32,64,1.0583468078241036
diffusion,deeponet,xlarge,5000,64,128,1.0412158389722197
diffusion,deeponet,xlarge,5000,128,256,0.9964879256143437
diffusion,fno,large,50,32,64,0.9316780469051726
diffusion,fno,large,50,64,128,1.121110153053032
diffusion,fno,large,50,128,256,0.9392318168722515
diffusion,fno,large,100,32,64,0.8291298266997801
diffusion,fno,large,100,64,128,1.0771294652990073
diffusion,fno,large,100,128,256,1.0212192611785749
diffusion,fno,large,500,32,64,1.3172464994323576
diffusion,fno,large,500,64,128,0.9000069194696046
diffusion,fno,large,500,128,256,0.983053408029752
diffusion,fno,large,1000,32,64,0.9263217534355004
diffusion,fno,large,1000,64,128,1.1580412812087624
diffusion,fno,large,1000,128,256,0.8492132887167975
diffusion,fno,large,5000,32,64,0.8319737405204515
diffusion,fno,large,5000,64,128,1.0291487147299865
diffusion,fno,large,5000,128,256,1.0413213765059677
diffusion,fno,med-large,50,32,64,1.0269085561433156
diffusion,fno,med-large,50,64,128,1.0365616926115426
diffusion,fno,med-large,50,128,256,0.8802015102831049
diffusion,fno,med-large,100,32,64,0.9190498830129691
diffusion,fno,med-large,100,64,128,0.9192130032645037
diffusion,fno,med-large,100,128,256,1.071593195515154
diffusion,fno,med-large,500,32,64,1.0599618121405405
diffusion,fno,med-large,500,64,128,0.8638137739919312
diffusion,fno,med-large,500,128,256,0.9832174932611217
diffusion,fno,med-large,1000,32,64,0.9207828060131398
diffusion,fno,med-large,1000,64,128,1.0603532517389782
diffusion,fno,med-large,1000,128,256,0.9873373494120715
diffusion,fno,med-large,5000,32,64,1.0535547432093701
diffusion,fno,med-large,5000,64,128,0.9513490642550818
diffusion,fno,med-large,5000,128,256,1.0193741801308307
diffusion,fno,medium,50,32,64,0.9804130626607012
diffusion,fno,medium,50,64,128,0.9009328118146938
diffusion,fno,medium,50,128,256,1.2260560693487448
diffusion,fno,medium,100,32,64,1.3359416702539253
diffusion,fno,medium,100,64,128,1.0089594004468105
diffusion,fno,medium,100,128,256,0.868696809722557
diffusion,fno,medium,500,32,64,1.0843861468102722
diffusion,fno,medium,500,64,128,1.021629553319614
diffusion,fno,medium,500,128,256,1.028099679122584
diffusion,fno,medium,1000,32,64,0.8661086222897778
diffusion,fno,medium,1000,64,128,0.9986964421027348
diffusion,fno,medium,1000,128,256,0.996218934321061
diffusion,fno,medium,5000,32,64,0.9716052171124305
diffusion,fno,medium,5000,64,128,0.9558921523681737
diffusion,fno,medium,5000,128,256,1.0548065714960757
diffusion,fno,small,50,32,64,1.10641295682045
diffusion,fno,small,50,64,128,0.7849187895746065
diffusion,fno,small,50,128,256,0.983665487845723
diffusion,fno,small,100,32,64,1.0115382185184933
diffusion,fno,small,100,64,128,1.2290534366462535
diffusion,fno,small,100,128,256,0.7847435538063071
diffusion,fno,small,500,32,64,1.3327712658500621
diffusion,fno,small,500,64,128,0.9379369156414212
diffusion,fno,small,500,128,256,0.9308698119314748
diffusion,fno,small,1000,32,64,0.9787551173169554
diffusion,fno,small,1000,64,128,0.8016566478731835
diffusion,fno,small,1000,128,256,1.4737201178763601
diffusion,fno,small,5000,32,64,1.2544802926588348
diffusion,fno,small,5000,64,128,0.8176237348912679
diffusion,fno,small,5000,128,256,0.9183167815035453
diffusion,fno,small-med,50,32,64,1.0729047320496192
diffusion,fno,small-med,50,64,128,1.0815944263658883
diffusion,fno,small-med,50,128,256,1.033701796303221
diffusion,fno,small-med,100,32,64,1.255941171118335
diffusion,fno,small-med,100,64,128,1.009973140568921
diffusion,fno,small-med,100,128,256,1.0472490120394573
diffusion,fno,small-med,500,32,64,0.8715731596981288
diffusion,fno,small-med,500,64,128,1.1312496202389724
diffusion,fno,small-med,500,128,256,1.005031650103476
diffusion,fno,small-med,1000,32,64,0.8532094503911297
diffusion,fno,small-med,1000,64,128,1.0799194837093118
diffusion,fno,small-med,1000,128,256,1.0390896042548907
diffusion,fno,small-med,5000,32,64,0.9772677318217008
diffusion,fno,small-med,5000,64,128,1.1009041977327698
diffusion,fno,small-med,5000,128,256,0.772053674281551
diffusion,fno,tiny,50,32,64,1.1248440606798182
diffusion,fno,tiny,50,64,128,0.9943100564429297
diffusion,fno,tiny,50,128,256,0.9470452577307858
diffusion,fno,tiny,100,32,64,0.909698797581908
diffusion,fno,tiny,100,64,128,0.971388276305953
diffusion,fno,tiny,100,128,256,1.059038682623531
diffusion,fno,tiny,500,32,64,1.0141827073412528
diffusion,fno,tiny,500,64,128,1.0807497566070898
diffusion,fno,tiny,500,128,256,0.9346097558534121
diffusion,fno,tiny,1000,32,64,0.9617230871061742
diffusion,fno,tiny,1000,64,128,1.0498268125902042
diffusion,fno,tiny,1000,128,256,0.9898368694446988
diffusion,fno,tiny,5000,32,64,0.9364490297109471
diffusion,fno,tiny,5000,64,128,1.0399007720143927
diffusion,fno,tiny,5000,128,256,0.9933092766545154
diffusion,fno,xlarge,50,32,64,0.9928421713192976
diffusion,fno,xlarge,50,64,128,1.0248596880299843
diffusion,fno,xlarge,50,128,256,0.9454598233732252
diffusion,fno,xlarge,100,32,64,0.9773943250404107
diffusion,fno,xlarge,100,64,128,1.0171668122205186
diffusion,fno,xlarge,100,128,256,1.0452147661397013
diffusion,fno,xlarge,500,32,64,0.997990513663242
diffusion,fno,xlarge,500,64,128,1.0085132500080474
diffusion,fno,xlarge,500,128,256,0.8917743574938013
diffusion,fno,xlarge,1000,32,64,1.0639442652818207
diffusion,fno,xlarge,1000,64,128,1.0882177399266246
diffusion,fno,xlarge,1000,128,256,0.9521982636997794
diffusion,fno,xlarge,5000,32,64,0.6819655598695883
diffusion,fno,xlarge,5000,64,128,1.426286479929542
diffusion,fno,xlarge,5000,128,256,0.965399152977736
diffusion,mlp_baseline,large,50,32,64,1.0990713803789616
diffusion,mlp_baseline,large,50,64,128,1.09502827973578
diffusion,mlp_baseline,large,50,128,256,1.033243012305598
diffusion,mlp_baseline,large,100,32,64,1.2392276598270524
diffusion,mlp_baseline,large,100,64,128,1.1669901926312427
diffusion,mlp_baseline,large,100,128,256,1.065830373995564
diffusion,mlp_baseline,large,500,32,64,1.2459804820628386
diffusion,mlp_baseline,large,500,64,128,1.2897398243292533
diffusion,mlp_baseline,large,500,128,256,1.1186058627546753
diffusion,mlp_baseline,large,1000,32,64,1.19187902262512
diffusion,mlp_baseline,large,1000,64,128,1.3671299048906094
diffusion,mlp_baseline,large,1000,128,256,1.1618350348473263
diffusion,mlp_baseline,large,5000,32,64,1.1565340152638743
diffusion,mlp_baseline,large,5000,64,128,1.4430950891976941
diffusion,mlp_baseline,large,5000,128,256,1.2438421530474508
diffusion,mlp_baseline,med-large,50,32,64,1.126092171088361
diffusion,mlp_baseline,med-large,50,64,128,1.0471471898802536
diffusion,mlp_baseline,med-large,50,128,256,1.0136608059826162
diffusion,mlp_baseline,med-large,100,32,64,1.2075813533595452
diffusion,mlp_baseline,med-large,100,64,128,1.1290378095726605
diffusion,mlp_baseline,med-large,100,128,256,1.0385040717287108
diffusion,mlp_baseline,med-large,500,32,64,1.1991767376039164
diffusion,mlp_baseline,med-large,500,64,128,1.227919478697181
diffusion,mlp_baseline,med-large,500,128,256,1.097082488860819
diffusion,mlp_baseline,med-large,1000,32,64,1.1815637057918456
diffusion,mlp_baseline,med-large,1000,64,128,1.431752795659119
diffusion,mlp_baseline,med-large,1000,128,256,1.163879298292755
diffusion,mlp_baseline,med-large,5000,32,64,1.2094776875711055
diffusion,mlp_baseline,med-large,5000,64,128,1.1831477812073743
diffusion,mlp_baseline,med-large,5000,128,256,1.2964483661055413
diffusion,mlp_baseline,medium,50,32,64,1.0552669946878388
diffusion,mlp_baseline,medium,50,64,128,1.0677583737676504
diffusion,mlp_baseline,medium,50,128,256,0.9815698350419638
diffusion,mlp_baseline,medium,100,32,64,1.125676769294643
diffusion,mlp_baseline,medium,100,64,128,1.0946387257602428
diffusion,mlp_baseline,medium,100,128,256,1.022934727772137
diffusion,mlp_baseline,medium,500,32,64,1.3219977796389093
diffusion,mlp_baseline,medium,500,64,128,1.0598041982225697
diffusion,mlp_baseline,medium,500,128,256,0.9678774262876294
diffusion,mlp_baseline,medium,1000,32,64,1.1703765910925268
diffusion,mlp_baseline,medium,1000,64,128,1.19421501039426
diffusion,mlp_baseline,medium,1000,128,256,1.0833023350682547
diffusion,mlp_baseline,medium,5000,32,64,1.132353132176718
diffusion,mlp_baseline,medium,5000,64,128,1.266006304271829
diffusion,mlp_baseline,medium,5000,128,256,0.8979356750224989
diffusion,mlp_baseline,small,50,32,64,1.0747989225347987
diffusion,mlp_baseline,small,50,64,128,1.0150819720817026
diffusion,mlp_baseline,small,50,128,256,0.947809069867972
diffusion,mlp_baseline,small,100,32,64,1.0382858340339327
diffusion,mlp_baseline,small,100,64,128,1.0824631735344705
diffusion,mlp_baseline,small,100,128,256,0.9476365626751065
diffusion,mlp_baseline,small,500,32,64,0.9592502719978538
diffusion,mlp_baseline,small,500,64,128,1.0991305237155062
diffusion,mlp_baseline,small,500,128,256,1.059466184338486
diffusion,mlp_baseline,small,1000,32,64,1.1375026215583124
diffusion,mlp_baseline,small,1000,64,128,1.0663970187981775
diffusion,mlp_baseline,small,1000,128,256,1.0672924085440052
diffusion,mlp_baseline,small,5000,32,64,1.043954994625204
diffusion,mlp_baseline,small,5000,64,128,1.1112035678684602
diffusion,mlp_baseline,small,5000,128,256,1.041603780252563
diffusion,mlp_baseline,small-med,50,32,64,1.0361311557594006
